,mV
2508,1908
2509,1895
2510,1882
2511,1861
2512,1843
2513,1830
2514,1826
2515,1827
2516,1841
2517,1862
2518,1883
2519,1905
2520,
2521,
2522,
2523,1933
2524,1949
2525,1952
2526,1957
2527,1959
2528,1951
2529,1946
2530,1927
2531,1921
2532,1903
2533,1898
2534,1894
2535,1887
2536,1901
2537,1910
2538,1927
2539,1947
2540,1966
2541,1329
2542,1324
2543,1328
2544,1355
2545,1391
2546,1439
2547,1490
2548,1551
2549,1607
2550,1673
2551,1737
2552,1795
2553,1847
2554,1897
2555,1931
2556,1965
2557,1989
2558,2000
2559,2002
2560,2000
2561,1984
2562,1968
2563,1959
2564,1942
2565,1927
2566,1930
2567,1933
2568,1942
2569,1955
2570,1978
2571,1993
2572,2017
2573,2033
2574,2054
2575,2047
2576,2045
2577,2039
2578,2031
2579,
2580,
2581,
2582,2018
2583,2006
2584,1994
2585,1979
2586,1970
2587,1969
2588,1971
2589,1983
2590,1989
2591,1993
2592,2005
2593,2013
2594,2009
2595,2001
2596,1994
2597,1982
2598,1968
2599,1957
2600,2023
2601,2023
2602,2020
2603,2013
2604,2005
2605,1994
2606,1978
2607,1970
2608,1968
2609,1969
2610,1970
2611,1978
2612,1983
2613,1998
2614,2012
2615,2019
2616,2017
2617,2021
2618,2018
2619,2019
2620,2016
2621,2006
2622,2003
2623,2000
2624,2005
2625,2018
2626,2032
2627,2054
2628,2065
2629,2083
2630,2100
2631,2107
2632,2108
2633,2101
2634,2090
2635,2075
2636,2067
2637,
2638,
2639,
2640,2044
2641,2037
2642,2029
2643,2021
2644,2021
2645,2019
2646,2016
2647,2031
2648,2039
2649,2070
2650,2090
2651,2101
2652,2111
2653,2112
2654,2112
2655,2103
2656,2094
2657,2079
2658,2199
2659,2187
2660,2173
2661,2160
2662,2144
2663,2133
2664,2128
2665,2131
2666,2149
2667,2171
2668,2189
2669,2202
2670,2219
2671,2235
2672,2237
2673,2234
2674,2224
2675,2214
2676,2202
2677,2188
2678,2167
2679,2144
2680,2132
2681,2130
2682,2139
2683,2155
2684,2163
2685,2176
2686,2187
2687,2203
2688,2212
2689,2213
2690,2203
2691,2190
2692,2165
2693,2147
2694,2126
2695,
2696,
2697,
2698,2107
2699,2087
2700,2077
2701,2071
2702,2069
2703,2069
2704,2073
2705,2075
2706,2081
2707,2091
2708,2093
2709,2085
2710,2068
2711,2045
2712,2027
2713,1999
2714,1975
2715,1762
2716,1745
2717,1730
2718,1712
2719,1701
2720,1693
2721,1696
2722,1698
2723,1709
2724,1726
2725,1734
2726,1749
2727,1766
2728,1772
2729,1773
2730,1769
2731,1757
2732,1755
2733,1755
2734,1744
2735,1733
2736,1724
2737,1723
2738,1714
2739,1717
2740,1721
2741,1726
2742,1737
2743,1749
2744,1757
2745,1762
2746,1759
2747,1760
2748,1754
2749,1750
2750,1749
2751,1741
2752,1730
2753,1728
2754,1733
2755,1741
2756,
2757,
2758,
2759,1749
2760,1754
2761,1759
2762,1774
2763,1782
2764,1789
2765,1792
2766,1791
2767,1792
2768,1785
2769,1778
2770,1770
2771,1749
2772,1741
2773,1737
2774,1733
2775,1735
2776,1738
2777,1750
2778,1791
2779,1797
2780,1808
2781,1821
2782,1835
2783,1846
2784,1856
2785,1871
2786,1870
2787,1867
2788,1856
2789,1843
2790,1825
2791,1811
2792,1795
2793,1795
2794,1793
2795,1799
2796,1808
2797,1821
2798,1840
2799,1856
2800,1872
2801,1877
2802,1875
2803,1876
2804,1871
2805,1858
2806,1842
2807,1829
2808,1808
2809,1797
2810,1795
2811,1797
2812,1806
2813,1813
2814,1827
2815,
2816,
2817,
2818,1845
2819,1867
2820,1872
2821,1871
2822,1863
2823,1854
2824,1837
2825,1825
2826,1803
2827,1779
2828,1771
2829,1764
2830,1762
2831,1765
2832,1767
2833,1775
2834,1783
2835,1801
2836,1763
2837,1762
2838,1765
2839,1767
2840,1775
2841,1796
2842,1809
2843,1815
2844,1826
2845,1823
2846,1819
2847,1813
2848,1804
2849,1791
2850,1775
2851,1766
2852,1761
2853,1760
2854,1764
2855,1773
2856,1785
2857,1793
2858,1809
2859,1823
2860,1827
2861,1821
2862,1815
2863,1808
2864,1802
2865,1791
2866,1773
2867,1760
2868,1751
2869,1749
2870,1760
2871,
2872,
2873,
2874,
2875,1766
2876,1776
2877,1783
2878,1804
2879,1821
2880,1837
2881,1845
2882,1846
2883,1837
2884,1833
2885,1811
2886,1797
2887,1776
2888,1763
2889,1755
2890,1753
2891,1758
2892,1765
2893,1824
2894,1840
2895,1855
2896,1866
2897,1872
2898,1869
2899,1859
2900,1849
2901,1840
2902,1827
2903,1804
2904,1781
2905,1762
2906,1760
2907,1755
2908,1766
2909,1776
2910,1787
2911,1807
2912,1824
2913,1843
2914,1857
2915,1865
2916,1872
2917,1868
2918,1857
2919,1855
2920,1840
2921,1834
2922,1827
2923,1834
2924,1840
2925,1847
2926,1857
2927,1865
2928,1882
2929,1901
2930,1904
2931,
2932,
2933,
2934,1905
2935,1900
2936,1887
2937,1871
2938,1856
2939,1840
2940,1817
2941,1801
2942,1803
2943,1803
2944,1808
2945,1826
2946,1850
2947,1866
2948,1887
2949,1904
2950,1904
2951,1899
2952,2021
2953,2017
2954,2005
2955,1999
2956,1984
2957,1975
2958,1960
2959,1936
2960,1927
2961,1922
2962,1930
2963,1936
2964,
2965,
2966,
2967,
2968,1961
2969,1977
2970,2000
2971,2031
2972,2055
2973,2065
2974,2061
2975,2054
2976,2039
2977,2025
2978,2006
2979,1984
2980,1966
2981,1953
2982,1947
2983,1954
2984,1953
2985,1954
2986,1962
2987,1965
2988,1970
2989,1977
2990,1979
2991,1969
2992,1965
2993,1953
2994,1939
2995,1921
2996,1904
2997,1889
2998,1879
2999,1879
3000,1882
3001,1887
3002,1897
3003,1904
3004,1919
3005,1931
3006,1933
3007,1932
3008,1923
3009,1913
3010,4018
3011,3906
3012,3767
3013,
3014,
3015,
3016,3583
3017,3394
3018,3192
3019,2979
3020,2768
3021,2545
3022,2331
3023,2127
3024,1930
3025,1756
3026,1605
3027,1469
3028,1361
3029,1283
3030,1247
3031,1249
3032,1275
3033,1321
3034,1389
3035,1461
3036,1552
3037,1627
3038,1695
3039,1744
3040,1793
3041,1838
3042,1861
3043,1882
3044,1883
3045,1886
3046,1901
3047,1910
3048,1925
3049,1940
3050,1959
3051,1967
3052,1985
3053,2010
3054,2029
3055,2037
3056,2043
3057,2039
3058,2035
3059,2026
3060,2013
3061,1997
3062,
3063,
3064,
3065,1983
3066,1979
3067,1971
3068,1973
3069,1975
3070,1984
3071,1993
3072,2009
3073,2022
3074,2025
3075,2030
3076,2022
3077,2013
3078,2002
3079,1984
3080,1969
3081,1956
3082,1949
3083,1942
3084,1938
3085,1935
3086,1935
3087,1943
3088,1959
3089,1977
3090,1999
3091,2024
3092,2057
3093,2074
3094,2081
3095,2071
3096,2064
3097,2045
3098,
3099,
3100,
3101,2030
3102,2011
3103,1989
3104,1984
3105,1975
3106,1979
3107,1987
3108,2000
3109,2013
3110,2032
3111,2062
3112,2082
3113,2090
3114,2091
3115,2082
3116,2077
3117,2060
3118,2042
3119,2023
3120,2010
3121,1999
3122,1995
3123,2001
3124,2013
3125,2033
3126,2055
3127,2075
3128,2094
3129,2117
3130,2125
3131,2130
3132,2128
3133,2126
3134,2112
3135,2096
3136,2071
3137,2047
3138,2033
3139,2032
3140,2033
3141,2112
3142,2097
3143,2094
3144,2096
3145,2098
3146,2103
3147,2112
3148,2127
3149,2145
3150,2163
3151,2182
3152,2187
3153,2189
3154,2187
3155,2179
3156,2175
3157,2166
3158,2153
3159,2150
3160,2150
3161,2160
3162,2169
3163,2181
3164,2187
3165,
3166,
3167,
3168,2192
3169,2203
3170,2213
3171,2214
3172,2210
3173,2203
3174,2193
3175,2185
3176,2175
3177,2159
3178,2146
3179,2142
3180,2144
3181,2149
3182,2160
3183,2171
3184,2181
3185,1754
3186,1762
3187,1774
3188,1778
3189,1795
3190,1807
3191,1810
3192,1808
3193,1798
3194,1791
3195,1776
3196,1767
3197,1744
3198,1728
3199,1712
3200,1711
3201,1709
3202,1714
3203,1722
3204,1734
3205,1744
3206,1764
3207,1776
3208,1792
3209,1796
3210,1794
3211,1792
3212,1782
3213,1776
3214,1765
3215,1754
3216,1747
3217,1754
3218,1764
3219,1774
3220,1783
3221,1792
3222,1802
3223,1819
3224,1830
3225,1830
3226,
3227,
3228,
3229,1821
3230,1813
3231,1799
3232,1783
3233,1771
3234,1748
3235,1739
3236,1725
3237,1725
3238,1729
3239,1739
3240,1750
3241,1769
3242,1786
3243,1808
3244,1828
3245,1835
3246,1835
3247,1886
3248,1906
3249,1919
3250,1916
3251,1905
3252,1894
3253,1878
3254,1863
3255,1839
3256,1823
3257,1808
3258,1811
3259,1813
3260,1819
3261,1824
3262,1834
3263,1851
3264,1858
3265,1866
3266,1872
3267,1872
3268,1866
3269,1869
3270,1859
3271,1845
3272,1836
3273,1821
3274,1815
3275,1810
3276,1814
3277,1818
3278,1823
3279,1838
3280,1851
3281,1868
3282,1879
3283,1884
3284,
3285,
3286,
3287,1884
3288,1874
3289,1871
3290,1857
3291,1840
3292,1823
3293,1805
3294,1798
3295,1801
3296,1805
3297,1806
3298,1813
3299,1830
3300,1845
3301,1859
3302,1865
3303,1867
3304,1859
3305,1866
3306,1869
3307,1864
3308,1856
3309,1842
3310,1824
3311,1808
3312,1788
3313,1776
3314,1769
3315,1771
3316,1770
3317,1775
3318,1781
3319,1800
3320,1821
3321,1840
3322,1845
3323,1849
3324,1843
3325,1835
3326,1827
3327,1813
3328,1796
3329,1776
3330,1770
3331,1767
3332,1767
3333,1774
3334,1781
3335,1796
3336,1810
3337,1824
3338,1842
3339,1853
3340,1856
3341,1855
3342,1847
3343,
3344,
3345,
3346,1840
3347,1829
3348,1812
3349,1801
3350,1786
3351,1778
3352,1775
3353,1776
3354,1784
3355,1791
3356,1809
3357,1830
3358,1847
3359,1859
3360,1856
3361,1856
3362,1843
3363,1840
3364,1827
3365,1873
3366,1869
3367,1859
3368,1841
3369,1839
3370,1836
3371,1837
3372,1841
3373,1853
3374,1860
3375,1872
3376,1889
3377,1899
3378,1895
3379,1893
3380,1882
3381,1873
3382,1860
3383,1846
3384,1839
3385,1830
3386,1822
3387,1826
3388,1830
3389,1838
3390,1847
3391,1870
3392,1879
3393,1898
3394,1904
3395,1908
3396,1904
3397,1903
3398,1894
3399,1887
3400,1879
3401,
3402,
3403,
3404,
3405,1870
3406,1856
3407,1855
3408,1858
3409,1868
3410,1873
3411,1883
3412,1894
3413,1904
3414,1914
3415,1920
3416,1918
3417,1915
3418,1911
3419,1904
3420,1895
3421,1886
3422,1872
3423,1911
3424,1905
3425,1911
3426,1913
3427,1916
3428,1919
3429,1922
3430,1931
3431,1945
3432,1961
3433,1970
3434,1977
3435,1980
3436,1987
3437,2000
3438,2001
3439,2007
3440,2001
3441,2001
3442,2015
3443,2017
3444,2027
3445,2033
3446,2034
3447,2047
3448,2064
3449,2066
3450,2071
3451,2064
3452,2063
3453,2047
3454,2035
3455,2027
3456,2010
3457,1999
3458,2000
3459,
3460,
3461,
3462,2005
3463,2018
3464,2033
3465,2057
3466,2067
3467,2093
3468,2106
3469,2114
3470,2116
3471,2103
3472,2085
3473,2064
3474,2032
3475,2009
3476,1979
3477,1958
3478,1936
3479,1936
3480,1936
3481,1847
3482,1843
3483,1853
3484,1861
3485,1878
3486,1897
3487,1911
3488,1933
3489,1954
3490,1965
3491,1964
3492,1965
3493,1952
3494,1943
3495,1929
3496,1903
3497,1883
3498,1872
3499,1863
3500,1863
3501,1868
3502,1873
3503,1885
3504,1904
3505,1915
3506,1931
3507,1936
3508,1930
3509,1933
3510,1921
3511,1910
3512,1902
3513,1883
3514,1868
3515,1860
3516,1856
3517,1863
3518,1876
3519,1894
3520,
3521,
3522,
3523,1911
3524,1932
3525,1953
3526,1968
3527,1973
3528,1979
3529,1979
3530,1979
3531,1971
3532,1962
3533,1941
3534,1929
3535,1920
3536,1914
3537,1920
3538,1921
3539,1924
3540,3262
3541,3369
3542,3482
3543,3617
3544,3760
3545,3920
3546,4064
3547,4095
3548,4095
3549,4095
3550,4095
3551,4095
3552,4064
3553,3871
3554,3645
3555,3405
3556,3171
3557,2934
3558,2704
3559,2471
3560,2262
3561,2074
3562,1904
3563,1753
3564,1623
3565,1511
3566,1418
3567,1354
3568,1310
3569,1297
3570,1303
3571,1334
3572,1381
3573,1439
3574,1520
3575,1600
3576,
3577,
3578,
3579,1681
3580,1757
3581,1838
3582,1904
3583,1953
3584,1991
3585,2016
3586,2032
3587,2036
3588,2033
3589,2021
3590,2006
3591,1999
3592,1994
3593,1993
3594,2000
3595,2007
3596,2019
3597,2031
3598,2058
3599,2075
3600,1983
3601,1989
3602,2003
3603,2018
3604,2043
3605,2054
3606,2057
3607,2055
3608,2043
3609,2034
3610,2026
3611,2007
3612,1998
3613,1983
3614,1977
3615,1973
3616,1973
3617,1971
3618,1980
3619,1990
3620,2001
3621,2013
3622,2014
3623,2015
3624,2017
3625,2006
3626,2001
3627,1991
3628,1981
3629,1968
3630,
3631,
3632,
3633,1967
3634,1965
3635,1967
3636,1979
3637,1984
3638,1998
3639,2013
3640,2032
3641,2045
3642,2057
3643,2058
3644,2053
3645,2039
3646,2032
3647,2021
3648,2008
3649,2000
3650,2128
3651,2141
3652,2158
3653,2177
3654,2199
3655,2219
3656,2224
3657,2224
3658,2218
3659,2215
3660,2206
3661,2192
3662,2174
3663,2169
3664,2165
3665,2164
3666,2174
3667,2186
3668,2198
3669,2219
3670,2240
3671,2256
3672,2261
3673,2261
3674,2256
3675,2249
3676,2241
3677,2224
3678,2205
3679,
3680,
3681,
3682,
3683,2192
3684,2176
3685,2173
3686,2175
3687,2176
3688,2185
3689,2199
3690,2222
3691,2244
3692,2254
3693,2257
3694,2251
3695,2242
3696,2233
3697,2224
3698,2209
3699,2190
3700,2175
3701,2167
3702,2169
3703,2173
3704,2183
3705,2192
3706,2211
3707,2235
3708,2247
3709,2256
3710,2249
3711,2237
3712,2224
3713,2007
3714,1991
3715,1972
3716,1961
3717,1938
3718,1910
3719,1884
3720,1866
3721,1847
3722,1839
3723,1826
3724,1830
3725,
3726,
3727,
3728,1838
3729,1845
3730,1858
3731,1861
3732,1867
3733,1861
3734,1859
3735,1847
3736,1831
3737,1808
3738,1789
3739,1776
3740,1775
3741,1770
3742,1773
3743,1775
3744,1776
3745,1791
3746,1803
3747,1811
3748,1819
3749,1811
3750,1808
3751,1792
3752,1776
3753,1785
3754,1779
3755,1776
3756,1767
3757,1759
3758,1748
3759,1743
3760,1743
3761,1751
3762,1763
3763,1775
3764,1788
3765,1801
3766,1809
3767,1815
3768,1824
3769,1824
3770,1821
3771,1815
3772,1811
3773,1826
3774,1807
3775,1783
3776,1775
3777,1767
3778,1772
3779,1775
3780,1776
3781,1789
3782,1805
3783,1826
3784,1846
3785,1861
3786,1869
3787,1863
3788,1861
3789,
3790,
3791,
3792,1856
3793,1851
3794,1845
3795,1836
3796,1824
3797,1818
3798,1813
3799,1818
3800,1825
3801,1839
3802,1849
3803,1862
3804,1882
3805,1883
3806,1883
3807,1875
3808,1871
3809,1869
3810,1854
3811,1843
3812,1829
3813,1810
3814,1796
3815,1787
3816,1782
3817,1782
3818,1787
3819,1791
3820,1804
3821,1821
3822,1829
3823,1839
3824,1840
3825,1837
3826,1835
3827,
3828,
3829,
3830,
3831,1825
3832,1823
3833,1805
3834,1793
3835,1787
3836,1787
3837,1791
3838,1801
3839,1808
3840,1821
3841,1831
3842,1844
3843,1856
3844,1859
3845,1856
3846,1851
3847,1841
3848,1834
3849,1823
3850,1808
3851,1796
3852,1789
3853,1788
3854,1789
3855,1802
3856,1808
3857,1815
3858,1824
3859,1840
3860,1855
3861,1857
3862,1856
3863,1845
3864,1838
3865,1825
3866,1808
3867,1786
3868,1760
3869,1744
3870,1739
3871,1739
3872,1745
3873,1872
3874,1882
3875,
3876,
3877,
3878,1891
3879,1902
3880,1895
3881,1886
3882,1877
3883,1870
3884,1856
3885,1849
3886,1840
3887,1838
3888,1838
3889,1840
3890,1841
3891,1853
3892,1859
3893,1885
3894,1904
3895,1919
3896,1925
3897,1936
3898,1936
3899,1929
3900,1921
3901,1905
3902,1885
3903,1870
3904,1856
3905,1850
3906,1851
3907,1854
3908,1863
3909,1874
3910,1898
3911,1911
3912,1921
3913,1926
3914,1923
3915,1914
3916,1904
3917,1898
3918,
3919,
3920,
3921,
3922,1883
3923,1870
3924,1859
3925,1854
3926,1861
3927,1869
3928,1872
3929,1886
3930,1903
3931,1918
3932,1934
3933,1942
3934,1943
3935,1938
3936,1936
3937,1924
3938,1909
3939,1893
3940,1873
3941,1869
3942,1869
3943,1866
3944,1874
3945,1881
3946,1893
3947,1872
3948,1873
3949,1883
3950,1894
3951,1907
3952,1919
3953,1934
3954,1945
3955,1949
3956,1955
3957,1953
3958,1949
3959,1936
3960,1929
3961,1915
3962,1895
3963,1879
3964,1873
3965,1874
3966,1880
3967,1891
3968,1905
3969,1920
3970,1938
3971,1956
3972,1968
3973,1973
3974,
3975,
3976,
3977,1984
3978,1998
3979,2003
3980,2013
3981,2017
3982,2015
3983,2011
3984,2012
3985,2009
3986,2009
3987,2012
3988,2011
3989,2022
3990,2029
3991,2045
3992,2043
3993,2039
3994,2034
3995,1899
3996,1911
3997,1913
3998,1913
3999,1904
4000,1899
4001,1883
4002,1875
4003,1865
4004,1857
4005,1851
4006,1853
4007,1851
4008,1851
4009,1860
4010,1861
4011,1873
4012,1885
4013,1898
4014,1899
4015,1899
4016,1895
4017,1887
4018,1877
4019,1871
4020,1857
4021,1851
4022,1847
4023,1851
4024,1859
4025,1866
4026,1875
4027,1890
4028,1904
4029,1917
4030,1917
4031,1918
4032,
