,mV
2500,1951
2501,2065
2502,2031
2503,2000
2504,1982
2505,1967
2506,1961
2507,1963
2508,
2509,
2510,1979
2511,2000
2512,2021
2513,2054
2514,2070
2515,2093
2516,2094
2517,2094
2518,2078
2519,2064
2520,2038
2521,2023
2522,2017
2523,2017
2524,2022
2525,2038
2526,2061
2527,2087
2528,2117
2529,2141
2530,2169
2531,2186
2532,2201
2533,2207
2534,2211
2535,2201
2536,2181
2537,2159
2538,2129
2539,2112
2540,2102
2541,2099
2542,2103
2543,2115
2544,2135
2545,2158
2546,2169
2547,2182
2548,2186
2549,2192
2550,2194
2551,2189
2552,2175
2553,2160
2554,2146
2555,2138
2556,2138
2557,2141
2558,2153
2559,2166
2560,2191
2561,2213
2562,2239
2563,2256
2564,2274
2565,2279
2566,2282
2567,2278
2568,2261
2569,2247
2570,2226
2571,2206
2572,2190
2573,2032
2574,2026
2575,2032
2576,2047
2577,2064
2578,2074
2579,2079
2580,2085
2581,2083
2582,
2583,
2584,2074
2585,2064
2586,2043
2587,2021
2588,2000
2589,1979
2590,1953
2591,1934
2592,1915
2593,1904
2594,1904
2595,1905
2596,1910
2597,1916
2598,1915
2599,1905
2600,1902
2601,1884
2602,1864
2603,1835
2604,1808
2605,1776
2606,1756
2607,1743
2608,1735
2609,1742
2610,1757
2611,1786
2612,1822
2613,1857
2614,1892
2615,1920
2616,1940
2617,1955
2618,1960
2619,1946
2620,1926
2621,1904
2622,1881
2623,1861
2624,1840
2625,1826
2626,1819
2627,1818
2628,1825
2629,1846
2630,1857
2631,1872
2632,1875
2633,1872
2634,1863
2635,1841
2636,1812
2637,1786
2638,1755
2639,1737
2640,1727
2641,1729
2642,1838
2643,1818
2644,1805
2645,1799
2646,1799
2647,1805
2648,1814
2649,1832
2650,1846
2651,1863
2652,1872
2653,1873
2654,1877
2655,
2656,
2657,1862
2658,1840
2659,1821
2660,1793
2661,1773
2662,1751
2663,1747
2664,1750
2665,1759
2666,1777
2667,1797
2668,1830
2669,1856
2670,1877
2671,1895
2672,1901
2673,1898
2674,1881
2675,1856
2676,1823
2677,1793
2678,1764
2679,1749
2680,1741
2681,1742
2682,1747
2683,1767
2684,1786
2685,1808
2686,1830
2687,1851
2688,1863
2689,1874
2690,1881
2691,1887
2692,1884
2693,1870
2694,1858
2695,1845
2696,1833
2697,1824
2698,1822
2699,1821
2700,1834
2701,1845
2702,1869
2703,1887
2704,1909
2705,1921
2706,1926
2707,1930
2708,1919
2709,1902
2710,1874
2711,1854
2712,1838
2713,1826
2714,1823
2715,1819
2716,1829
2717,1841
2718,1859
2719,1879
2720,1893
2721,1904
2722,1838
2723,1853
2724,1878
2725,1904
2726,1922
2727,1937
2728,1946
2729,1939
2730,1926
2731,
2732,
2733,
2734,1904
2735,1876
2736,1854
2737,1834
2738,1815
2739,1808
2740,1808
2741,1811
2742,1825
2743,1847
2744,1873
2745,1904
2746,1925
2747,1938
2748,1951
2749,1959
2750,1953
2751,1939
2752,1920
2753,1892
2754,1866
2755,1843
2756,1831
2757,1823
2758,1823
2759,1837
2760,1855
2761,1872
2762,1884
2763,1902
2764,1908
2765,1909
2766,1906
2767,1904
2768,1891
2769,1879
2770,1865
2771,1853
2772,1840
2773,1834
2774,1829
2775,1833
2776,1840
2777,1853
2778,1867
2779,1875
2780,1885
2781,1891
2782,1890
2783,1886
2784,1873
2785,1865
2786,1858
2787,1850
2788,1843
2789,1841
2790,1847
2791,1855
2792,1869
2793,1894
2794,1920
2795,1941
2796,1959
2797,1975
2798,1982
2799,2012
2800,2002
2801,1984
2802,1958
2803,
2804,
2805,1935
2806,1905
2807,1883
2808,1863
2809,1849
2810,1843
2811,1842
2812,1855
2813,1872
2814,1889
2815,1909
2816,1921
2817,1936
2818,1949
2819,1958
2820,1963
2821,1953
2822,1942
2823,1930
2824,1917
2825,1907
2826,1901
2827,1895
2828,1902
2829,1911
2830,1936
2831,1950
2832,1967
2833,1977
2834,1978
2835,1982
2836,1965
2837,1947
2838,1922
2839,1902
2840,1886
2841,1870
2842,1863
2843,1863
2844,1873
2845,1889
2846,1908
2847,1934
2848,1946
2849,1953
2850,1957
2851,1955
2852,1950
2853,1939
2854,1921
2855,1908
2856,1888
2857,1877
2858,1874
2859,1873
2860,1879
2861,1893
2862,1911
2863,1936
2864,1969
2865,1991
2866,2010
2867,2026
2868,2032
2869,2087
2870,2086
2871,2082
2872,2066
2873,2041
2874,2016
2875,1990
2876,1973
2877,1968
2878,1968
2879,1975
2880,
2881,1995
2882,2023
2883,2062
2884,2095
2885,2130
2886,2157
2887,2171
2888,2170
2889,2162
2890,2146
2891,2113
2892,2083
2893,2047
2894,2025
2895,2011
2896,2000
2897,2000
2898,2010
2899,2021
2900,2039
2901,2058
2902,2067
2903,2071
2904,2069
2905,2062
2906,2035
2907,2015
2908,1990
2909,1970
2910,1954
2911,1940
2912,1934
2913,1931
2914,1931
2915,1945
2916,1956
2917,1968
2918,1981
2919,1984
2920,1982
2921,1965
2922,1950
2923,1924
2924,1894
2925,1867
2926,1837
2927,1817
2928,1796
2929,1789
2930,1786
2931,1791
2932,1809
2933,1831
2934,1847
2935,1870
2936,1873
2937,1882
2938,1879
2939,1872
2940,1861
2941,1837
2942,1814
2943,1793
2944,1948
2945,1947
2946,1949
2947,1938
2948,1921
2949,1905
2950,1888
2951,1874
2952,1872
2953,1874
2954,1874
2955,1883
2956,1899
2957,1907
2958,
2959,
2960,1923
2961,1931
2962,1930
2963,1924
2964,1909
2965,1897
2966,1872
2967,1842
2968,1820
2969,1792
2970,1779
2971,1776
2972,1778
2973,1799
2974,1830
2975,1871
2976,1913
2977,1951
2978,1984
2979,2007
2980,2032
2981,2055
2982,2064
2983,2071
2984,2083
2985,2096
2986,2112
2987,2128
2988,2151
2989,2177
2990,2212
2991,2261
2992,2310
2993,2368
2994,2423
2995,2475
2996,2529
2997,2575
2998,2608
2999,2624
3000,2631
3001,2619
3002,2596
3003,2559
3004,2517
3005,2480
3006,2442
3007,2398
3008,2363
3009,2323
3010,2278
3011,2224
3012,2157
3013,2087
3014,2001
3015,1917
3016,1841
3017,1754
3018,1905
3019,1911
3020,1903
3021,1891
3022,1882
3023,1873
3024,1870
3025,1872
3026,1879
3027,1897
3028,1920
3029,1949
3030,1976
3031,2002
3032,
3033,
3034,2021
3035,2032
3036,2032
3037,2020
3038,2002
3039,1984
3040,1959
3041,1933
3042,1907
3043,1893
3044,1881
3045,1880
3046,1888
3047,1902
3048,1920
3049,1939
3050,1958
3051,1973
3052,1983
3053,1984
3054,1983
3055,1973
3056,1951
3057,1929
3058,1904
3059,1885
3060,1872
3061,1862
3062,1861
3063,1871
3064,1892
3065,1920
3066,1949
3067,1981
3068,1999
3069,2011
3070,2019
3071,2017
3072,2009
3073,1997
3074,1975
3075,1959
3076,1945
3077,1936
3078,1934
3079,1933
3080,1937
3081,1943
3082,1967
3083,1983
3084,1994
3085,1999
3086,2000
3087,1998
3088,1991
3089,1979
3090,1967
3091,1943
3092,1930
3093,1917
3094,1911
3095,1910
3096,1913
3097,1923
3098,1983
3099,1957
3100,1941
3101,1936
3102,1931
3103,1940
3104,1966
3105,1983
3106,2002
3107,
3108,
3109,2027
3110,2041
3111,2055
3112,2045
3113,2038
3114,2028
3115,2007
3116,1990
3117,1975
3118,1967
3119,1963
3120,1967
3121,1972
3122,1986
3123,2012
3124,2039
3125,2068
3126,2091
3127,2102
3128,2111
3129,2113
3130,2106
3131,2091
3132,2073
3133,2061
3134,2037
3135,2032
3136,2031
3137,2032
3138,2047
3139,2073
3140,2101
3141,2125
3142,2142
3143,2151
3144,2150
3145,2141
3146,2129
3147,2103
3148,2077
3149,2047
3150,2032
3151,2027
3152,2032
3153,2046
3154,2067
3155,2093
3156,2123
3157,2149
3158,2170
3159,2181
3160,2186
3161,2175
3162,2163
3163,2147
3164,2126
3165,2098
3166,2080
3167,2059
3168,2054
3169,2056
3170,2065
3171,2077
3172,2096
3173,2118
3174,2113
3175,2139
3176,2161
3177,2185
3178,2198
3179,2205
3180,2205
3181,2201
3182,2192
3183,2176
3184,
3185,
3186,2159
3187,2141
3188,2128
3189,2118
3190,2118
3191,2122
3192,2128
3193,2141
3194,2158
3195,2168
3196,2171
3197,2167
3198,2159
3199,2147
3200,2123
3201,2097
3202,2064
3203,2031
3204,2003
3205,1989
3206,1975
3207,1967
3208,1962
3209,1967
3210,1980
3211,1997
3212,2010
3213,2022
3214,2027
3215,2030
3216,2028
3217,2021
3218,2011
3219,2000
3220,1983
3221,1967
3222,1951
3223,1935
3224,1921
3225,1919
3226,1919
3227,1926
3228,1937
3229,1948
3230,1957
3231,1968
3232,1967
3233,1962
3234,1942
3235,1921
3236,1889
3237,1857
3238,1831
3239,1808
3240,1798
3241,1803
3242,1805
3243,
3244,
3245,1894
3246,1909
3247,1919
3248,1920
3249,1914
3250,1904
3251,1877
3252,1853
3253,1831
3254,1812
3255,1799
3256,1782
3257,1793
3258,1795
3259,1810
3260,1839
3261,1849
3262,1872
3263,1877
3264,1875
3265,1810
3266,1825
3267,1842
3268,1846
3269,1856
3270,1851
3271,1839
3272,1820
3273,1799
3274,1783
3275,1773
3276,1769
3277,1769
3278,1774
3279,1790
3280,1808
3281,1835
3282,1854
3283,1867
3284,1878
3285,
3286,
3287,1887
3288,1889
3289,1886
3290,1873
3291,1861
3292,1846
3293,1831
3294,1818
3295,1811
3296,1810
3297,1821
3298,1838
3299,1858
3300,1877
3301,1903
3302,1915
3303,1925
3304,1933
3305,1926
3306,1906
3307,1887
3308,1862
3309,1840
3310,1823
3311,1809
3312,1808
3313,1813
3314,1825
3315,1840
3316,1856
3317,1872
3318,1879
3319,1903
3320,1914
3321,1875
3322,1839
3323,1805
3324,1782
3325,1764
3326,1762
3327,1772
3328,1786
3329,1817
3330,1857
3331,1899
3332,1935
3333,1957
3334,1977
3335,1983
3336,1977
3337,1965
3338,1942
3339,1915
3340,1887
3341,1863
3342,1842
3343,1839
3344,1831
3345,1840
3346,1857
3347,1877
3348,1905
3349,1921
3350,1936
3351,1943
3352,1941
3353,1856
3354,1837
3355,1819
3356,1809
3357,1818
3358,1832
3359,1857
3360,1885
3361,1911
3362,1933
3363,1950
3364,1953
3365,1949
3366,1940
3367,1934
3368,1916
3369,1895
3370,1879
3371,1868
3372,1855
3373,1850
3374,1850
3375,1856
3376,1871
3377,1889
3378,1908
3379,1925
3380,1931
3381,
3382,
3383,1841
3384,1851
3385,1868
3386,1883
3387,1907
3388,1925
3389,1936
3390,1947
3391,1947
3392,1938
3393,1930
3394,1906
3395,1887
3396,1870
3397,1856
3398,1853
3399,1854
3400,1856
3401,1867
3402,1879
3403,1900
3404,1915
3405,1931
3406,1942
3407,1951
3408,1952
3409,1950
3410,1936
3411,1919
3412,1901
3413,1881
3414,1863
3415,1852
3416,1840
3417,1840
3418,1840
3419,1850
3420,1863
3421,1873
3422,1889
3423,1899
3424,1904
3425,1904
3426,1895
3427,1884
3428,1867
3429,1849
3430,1835
3431,1823
3432,1823
3433,1831
3434,1840
3435,1857
3436,1881
3437,1909
3438,1932
3439,1949
3440,1959
3441,1968
3442,1968
3443,1967
3444,1951
3445,1936
3446,1923
3447,2080
3448,2063
3449,2032
3450,2000
3451,1968
3452,1937
3453,1913
3454,1904
3455,1897
3456,1906
3457,1921
3458,1950
3459,
3460,
3461,1970
3462,1992
3463,2007
3464,2016
3465,2023
3466,2028
3467,2021
3468,2009
3469,1999
3470,1987
3471,1978
3472,1975
3473,1975
3474,1985
3475,1999
3476,2014
3477,2035
3478,2067
3479,2100
3480,2117
3481,2130
3482,2135
3483,2139
3484,2128
3485,2109
3486,2093
3487,2077
3488,2061
3489,2037
3490,2032
3491,2029
3492,2027
3493,2035
3494,2043
3495,2058
3496,2062
3497,2063
3498,2064
3499,2061
3500,2059
3501,2039
3502,2023
3503,2001
3504,1990
3505,1984
3506,1977
3507,1983
3508,1989
3509,2006
3510,2029
3511,2047
3512,2067
3513,2069
3514,2065
3515,2042
3516,2011
3517,1975
3518,1937
3519,1893
3520,1856
3521,1822
3522,1923
3523,1926
3524,1917
3525,1904
3526,1883
3527,1862
3528,1845
3529,1835
3530,1825
3531,1823
3532,1831
3533,1845
3534,1863
3535,
3536,
3537,1874
3538,1899
3539,1907
3540,1914
3541,1914
3542,1910
3543,1901
3544,1884
3545,1870
3546,1849
3547,1835
3548,1824
3549,1818
3550,1812
3551,1821
3552,1830
3553,1835
3554,1847
3555,1852
3556,1863
3557,1871
3558,1873
3559,1872
3560,1869
3561,1857
3562,1847
3563,1840
3564,1838
3565,1835
3566,1828
3567,1835
3568,1850
3569,1869
3570,1885
3571,1901
3572,1916
3573,1930
3574,1941
3575,1955
3576,1956
3577,1958
3578,1963
3579,1970
3580,1984
3581,2003
3582,2032
3583,2073
3584,2115
3585,2161
3586,2212
3587,2255
3588,2294
3589,2325
3590,2352
3591,2368
3592,2381
3593,2388
3594,2402
3595,2419
3596,2448
3597,2479
3598,2511
3599,2543
3600,2567
3601,1689
3602,1705
3603,1719
3604,1737
3605,1760
3606,1783
3607,1807
3608,1829
3609,1858
3610,1878
3611,
3612,
3613,1891
3614,1903
3615,1899
3616,1897
3617,1878
3618,1856
3619,1824
3620,1795
3621,1776
3622,1760
3623,1759
3624,1766
3625,1782
3626,1810
3627,1847
3628,1895
3629,1938
3630,1978
3631,2003
3632,2014
3633,2018
3634,2011
3635,1994
3636,1968
3637,1937
3638,1915
3639,1893
3640,1883
3641,1883
3642,1886
3643,1906
3644,1929
3645,1963
3646,1985
3647,2005
3648,2016
3649,2019
3650,2005
3651,1986
3652,1951
3653,1916
3654,1874
3655,1845
3656,1824
3657,1803
3658,1798
3659,1807
3660,1823
3661,1855
3662,1895
3663,1930
3664,1966
3665,1987
3666,2004
3667,2015
3668,2015
3669,2004
3670,1988
3671,1968
3672,1949
3673,1931
3674,1920
3675,1914
3676,1915
3677,1927
3678,1904
3679,1893
3680,1887
3681,1898
3682,1911
3683,1926
3684,1942
3685,1964
3686,1968
3687,1975
3688,1975
3689,1969
3690,1959
3691,
3692,
3693,1945
3694,1936
3695,1930
3696,1926
3697,1923
3698,1927
3699,1943
3700,1967
3701,1990
3702,2013
3703,2034
3704,2058
3705,2068
3706,2073
3707,2069
3708,2053
3709,2028
3710,2002
3711,1984
3712,1972
3713,1966
3714,1962
3715,1962
3716,1969
3717,1987
3718,2010
3719,2030
3720,2043
3721,2054
3722,2054
3723,2046
3724,2034
3725,2017
3726,1995
3727,1970
3728,1952
3729,1939
3730,1935
3731,1936
3732,1943
3733,1965
3734,1989
3735,2013
3736,2035
3737,2061
3738,2071
3739,2079
3740,2085
3741,2085
3742,2079
3743,2073
3744,2065
3745,2065
3746,2064
3747,2064
3748,2066
3749,2080
3750,2090
3751,2110
3752,2118
3753,2133
3754,2122
3755,2112
3756,2103
3757,2110
3758,2115
3759,2129
3760,2151
3761,2162
3762,2176
3763,2192
3764,2193
3765,2192
3766,2187
3767,2179
3768,2173
3769,2167
3770,
3771,
3772,2170
3773,2173
3774,2182
3775,2196
3776,2222
3777,2241
3778,2259
3779,2265
3780,2265
3781,2261
3782,2245
3783,2227
3784,2199
3785,2164
3786,2132
3787,2104
3788,2085
3789,2074
3790,2078
3791,2079
3792,2093
3793,2118
3794,2142
3795,2169
3796,2182
3797,2191
3798,2192
3799,2186
3800,2167
3801,2145
3802,2119
3803,2097
3804,2073
3805,2054
3806,2035
3807,2031
3808,2032
3809,2041
3810,2063
3811,2078
3812,2087
3813,2096
3814,2097
3815,2093
3816,2078
3817,2059
3818,2033
3819,2009
3820,1991
3821,1974
3822,1965
3823,1955
3824,1951
3825,1953
3826,1963
3827,1968
3828,1977
3829,1981
3830,1982
3831,1978
3832,1825
3833,1856
3834,1873
3835,1886
3836,1891
3837,1887
3838,1872
3839,1857
3840,
3841,
3842,1839
3843,1824
3844,1808
3845,1793
3846,1781
3847,1779
3848,1778
3849,1795
3850,1815
3851,1839
3852,1855
3853,1865
3854,1867
3855,1861
3856,1855
3857,1840
3858,1824
3859,1808
3860,1799
3861,1795
3862,1792
3863,1794
3864,1797
3865,1808
3866,1819
3867,1839
3868,1849
3869,1861
3870,1867
3871,1865
3872,1857
3873,1846
3874,1824
3875,1797
3876,1764
3877,1737
3878,1712
3879,1696
3880,1682
3881,1680
3882,1686
3883,1706
3884,1735
3885,1766
3886,1803
3887,1839
3888,1871
3889,1895
3890,1908
3891,1910
3892,1907
3893,1900
3894,1889
3895,1876
3896,1869
3897,1854
3898,1841
3899,1844
3900,1847
3901,1856
3902,1855
3903,1856
3904,1854
3905,1850
3906,1839
3907,1811
3908,1824
3909,1832
3910,1840
3911,1841
3912,1840
3913,1835
3914,1825
3915,1808
3916,1794
3917,1780
3918,1776
3919,1776
3920,1777
3921,1783
3922,1799
3923,1825
3924,1857
3925,
3926,
3927,1891
3928,1919
3929,1937
3930,1945
3931,1936
3932,1919
3933,1890
3934,1867
3935,1840
3936,1811
3937,1797
3938,1789
3939,1783
3940,1782
3941,1791
3942,1807
3943,1824
3944,1840
3945,1856
3946,1872
3947,1879
3948,1878
3949,1872
3950,1855
3951,1840
3952,1826
3953,1809
3954,1808
3955,1806
3956,1803
3957,1808
3958,1818
3959,1845
3960,1867
3961,1891
3962,1904
3963,1916
3964,1919
3965,1915
3966,1901
3967,1875
3968,1856
3969,1839
3970,1823
3971,1814
3972,1819
3973,1827
3974,1838
3975,1861
3976,1887
3977,1917
3978,1938
3979,1952
3980,1957
3981,1950
3982,1939
3983,1921
3984,1895
3985,1915
3986,1915
3987,1915
3988,1905
3989,1899
3990,1884
3991,1872
3992,1862
3993,1857
3994,1857
3995,1863
3996,
3997,1872
3998,1883
3999,1901
4000,1911
4001,1922
4002,1920
4003,1910
4004,1899
4005,1879
4006,1857
4007,1833
4008,1809
4009,1795
4010,1787
4011,1784
4012,1789
4013,1793
4014,1807
4015,1828
4016,1847
4017,1867
4018,1889
4019,1895
4020,1901
4021,1894
4022,1879
4023,1861
4024,1840
4025,1815
4026,1799
4027,1792
4028,1785
4029,1792
4030,1811
4031,1845
4032,1882
4033,1920
4034,1954
4035,1978
4036,1998
4037,2001
4038,1999
4039,1984
4040,1959
4041,1929
4042,1903
4043,1872
4044,1849
4045,1835
4046,1815
4047,1810
4048,1818
4049,1835
4050,1851
4051,1863
4052,1869
4053,1873
4054,1878
4055,1879
4056,1872
4057,1858
4058,1845
4059,1836
4060,1828
4061,1823
4062,1885
4063,1869
4064,1847
4065,1829
4066,1826
4067,1827
4068,1847
4069,1865
4070,1899
4071,1935
4072,1978
4073,2013
4074,2037
4075,
4076,
4077,2057
4078,2061
4079,2046
4080,2025
4081,1991
4082,1954
4083,1915
4084,1881
4085,1854
4086,1831
4087,1821
4088,1826
4089,1840
4090,1867
4091,1898
4092,1929
4093,1955
4094,1970
4095,1978
4096,1972
4097,1959
4098,1927
4099,1898
4100,1872
4101,1854
4102,1846
4103,1850
4104,1866
4105,1883
4106,1910
4107,1943
4108,1970
4109,1993
4110,2009
4111,2018
4112,2014
4113,2007
4114,1990
4115,1967
4116,1941
4117,1925
4118,1906
4119,1904
4120,1902
4121,1911
4122,1929
4123,1951
4124,1974
4125,1999
4126,2015
4127,2030
4128,2043
4129,2057
4130,2059
4131,2054
4132,2038
4133,2028
4134,2015
4135,2001
4136,1994
4137,1995
4138,1999
4139,2007
4140,
4141,
4142,
4143,2006
4144,2009
4145,2013
4146,2017
4147,2028
4148,2039
4149,2053
4150,2058
4151,2047
4152,2042
4153,2032
4154,2014
4155,1987
4156,1963
4157,1925
4158,1898
4159,1866
4160,1853
4161,1840
4162,1837
4163,1842
4164,1857
4165,1879
4166,1901
4167,1917
4168,1923
4169,1922
4170,1915
4171,1891
4172,1866
4173,1840
4174,1810
4175,1793
4176,1788
4177,1786
4178,1792
4179,1807
4180,1827
4181,1850
4182,1885
4183,
4184,
4185,1911
4186,1927
4187,1931
4188,1924
4189,1906
4190,1885
4191,1855
4192,1829
4193,1808
4194,1798
4195,1795
4196,1799
4197,1809
4198,1830
4199,1855
4200,1882
4201,1905
4202,2375
4203,2440
4204,2512
4205,2599
4206,2678
4207,2742
4208,2785
4209,2807
4210,2800
4211,2767
4212,2711
4213,2639
4214,2551
4215,2463
4216,2374
4217,2290
4218,2212
4219,2140
4220,2075
4221,2019
4222,1969
4223,1931
4224,1895
4225,1859
4226,1825
4227,1787
4228,1755
4229,1727
4230,1691
4231,1663
4232,1637
4233,1622
4234,
4235,
4236,1619
4237,1621
4238,1640
4239,1659
4240,1694
4241,1733
4242,1776
4243,1818
4244,1852
4245,1872
4246,1892
4247,1899
4248,1895
4249,1881
4250,1863
4251,1841
4252,1821
4253,1808
4254,1802
4255,1808
4256,1830
4257,1859
4258,1895
4259,1927
4260,1958
4261,1974
4262,1984
4263,1987
4264,1983
4265,1973
4266,1961
4267,1941
4268,1923
4269,1907
4270,1902
4271,1894
4272,1887
4273,1887
4274,1902
4275,1977
4276,1946
4277,1915
4278,1883
4279,1858
4280,1843
4281,1830
4282,1833
4283,1843
4284,1867
4285,1904
4286,1937
4287,1969
4288,1991
4289,2000
4290,2003
4291,2000
4292,1993
4293,1983
4294,1968
4295,1954
4296,1941
4297,1938
4298,1941
4299,1947
4300,1965
4301,1984
4302,2003
4303,2025
4304,2035
4305,2042
4306,2044
4307,2039
4308,2032
4309,2011
4310,1993
4311,1969
4312,1954
4313,1947
4314,2036
4315,2063
4316,2079
4317,2083
4318,2089
4319,2084
4320,2074
4321,2058
4322,2037
4323,2019
4324,
4325,
4326,2006
4327,1998
4328,1998
4329,2005
4330,2023
4331,2047
4332,2083
4333,2111
4334,2133
4335,2151
4336,2171
4337,2176
4338,2177
4339,2160
4340,2143
4341,2121
4342,2098
4343,2085
4344,2074
4345,2074
4346,2080
4347,2093
4348,2111
4349,2130
4350,2149
4351,2164
4352,2177
4353,2182
4354,2181
4355,2180
4356,2170
4357,2160
4358,2151
4359,2144
4360,2144
4361,2144
4362,2145
4363,2145
4364,2155
4365,2164
4366,2188
4367,2205
4368,2226
4369,2242
4370,2256
4371,2257
4372,2255
4373,2243
4374,2234
4375,2223
4376,2211
4377,2205
4378,2195
4379,2192
4380,2197
4381,2214
4382,2235
4383,2253
4384,2263
4385,2275
4386,2279
4387,2273
4388,2260
4389,2244
4390,2219
4391,2196
4392,2188
4393,2166
4394,2144
4395,2107
4396,2080
4397,2053
4398,2023
4399,2006
4400,1999
4401,1991
4402,1995
4403,2006
4404,2019
4405,
4406,
4407,2032
4408,2037
4409,2039
4410,2039
4411,2032
4412,2011
4413,1985
4414,1959
4415,1933
4416,1910
4417,1899
4418,1892
4419,1890
4420,1897
4421,1912
4422,1932
4423,1954
4424,1973
4425,1991
4426,2000
4427,2003
4428,2000
4429,1991
4430,1974
4431,1946
4432,1925
4433,1898
4434,1881
4435,1867
4436,1857
4437,1855
4438,1857
4439,1872
4440,1891
4441,1904
4442,1911
4443,1917
4444,1911
4445,1905
4446,1892
4447,1872
4448,1851
4449,1831
4450,1814
4451,1808
4452,1805
4453,1808
4454,1817
4455,1840
4456,1861
4457,1879
4458,1903
4459,1908
4460,1918
4461,1914
4462,1906
4463,1890
4464,1872
4465,1915
4466,1923
4467,1921
4468,1911
4469,1901
4470,1875
4471,1858
4472,1843
4473,1834
4474,1815
4475,1811
4476,1813
4477,1823
4478,1835
4479,1843
4480,1856
4481,
4482,
4483,1863
4484,1866
4485,1870
4486,1859
4487,1847
4488,1833
4489,1810
4490,1797
4491,1790
4492,1792
4493,1797
4494,1808
4495,1827
4496,1854
4497,1879
4498,1910
4499,1931
4500,1943
4501,1947
4502,1938
4503,1920
4504,1893
4505,1858
4506,1823
4507,1792
4508,1770
4509,1752
4510,1748
4511,1749
4512,1767
4513,1791
4514,1821
4515,1851
4516,1874
4517,1893
4518,1903
4519,1903
4520,1892
4521,1873
4522,1856
4523,1834
4524,1819
4525,1808
4526,1808
4527,1813
4528,1824
4529,1844
4530,1866
4531,1888
4532,1907
4533,1923
4534,1932
4535,1931
4536,1926
4537,1919
4538,1903
4539,1886
4540,1869
4541,1857
4542,1849
4543,1878
4544,1872
4545,1858
4546,1845
4547,1838
4548,1829
4549,1825
4550,1831
4551,
4552,
4553,1847
4554,1871
4555,1891
4556,1920
4557,1934
4558,1947
4559,1941
4560,1936
4561,1920
4562,1904
4563,1893
4564,1881
4565,1875
4566,1873
4567,1877
4568,1897
4569,1915
4570,1937
4571,1957
4572,1973
4573,1987
4574,1984
4575,1981
4576,1968
4577,1942
4578,1915
4579,1884
4580,1859
4581,1841
4582,1826
4583,1817
4584,1815
4585,1830
4586,1849
4587,1873
4588,1899
4589,1918
4590,1936
4591,1947
4592,1957
4593,1956
4594,1945
4595,1933
4596,1919
4597,1904
4598,1893
4599,1879
4600,1879
4601,1876
4602,1887
4603,1902
4604,1911
4605,1922
4606,1927
4607,1934
4608,1931
4609,1922
4610,1906
4611,1879
4612,1856
4613,1836
4614,1808
4615,1794
4616,1787
4617,1791
4618,1808
4619,1860
4620,1854
4621,1850
4622,1857
4623,1871
4624,1898
4625,1923
4626,1947
4627,1973
4628,1984
4629,
4630,
4631,1987
4632,1978
4633,1953
4634,1923
4635,1893
4636,1868
4637,1845
4638,1835
4639,1827
4640,1833
4641,1841
4642,1863
4643,1890
4644,1914
4645,1941
4646,1953
4647,1966
4648,1967
4649,1965
4650,1950
4651,1933
4652,1917
4653,1895
4654,1882
4655,1872
4656,1872
4657,1876
4658,1885
4659,1902
4660,1919
4661,1935
4662,1948
4663,1954
4664,1951
4665,1943
4666,1931
4667,1915
4668,1899
4669,1885
4670,1872
4671,1865
4672,1866
4673,1870
4674,1877
4675,1895
4676,1915
4677,1936
4678,1955
4679,1968
4680,1971
4681,1974
4682,1968
4683,1951
4684,1925
4685,1899
4686,1872
4687,1843
4688,1826
4689,1809
4690,1807
4691,1815
4692,1840
4693,1904
4694,1906
4695,1914
4696,1916
4697,1924
4698,1942
4699,1968
4700,1993
4701,2011
4702,2031
4703,2033
4704,2032
4705,2023
4706,2017
4707,2001
4708,1990
4709,
4710,
4711,1981
4712,1969
4713,1970
4714,1975
4715,1984
4716,2000
4717,2026
4718,2053
4719,2080
4720,2096
4721,2105
4722,2103
4723,2096
4724,2082
4725,2061
4726,2035
4727,2014
4728,1997
4729,1986
4730,1983
4731,1984
4732,1998
4733,2017
4734,2046
4735,2083
4736,2106
4737,2128
4738,2139
4739,2144
4740,2144
4741,2129
4742,2113
4743,2093
4744,2064
4745,2039
4746,2022
4747,2013
4748,2001
4749,2002
4750,2015
4751,2031
4752,2053
4753,2073
4754,2093
4755,2105
4756,2109
4757,2109
4758,2098
4759,2086
4760,2064
4761,2039
4762,2022
4763,2005
4764,2003
4765,2011
4766,2025
4767,2047
4768,2077
4769,2096
4770,2107
4771,2114
4772,1865
4773,1893
4774,1924
4775,1949
4776,1968
4777,1984
4778,1984
4779,1979
4780,1968
4781,1951
4782,1931
4783,1905
4784,
4785,
4786,1886
4787,1869
4788,1849
4789,1843
4790,1843
4791,1847
4792,1869
4793,1888
4794,1907
4795,1922
4796,1935
4797,1936
4798,1936
4799,1926
4800,1914
4801,1890
4802,1869
4803,1846
4804,1839
4805,1828
4806,1825
4807,1830
4808,1843
4809,1868
4810,1888
4811,1910
4812,1920
4813,1925
4814,1925
4815,1924
4816,1921
4817,1914
4818,1889
4819,1879
4820,1862
4821,1849
4822,1843
4823,1842
4824,1846
4825,1874
4826,1905
4827,1937
4828,1968
4829,1987
4830,2000
