,mV
2496,1810
2497,1797
2498,1775
2499,1753
2500,1744
2501,1737
2502,1733
2503,1741
2504,1748
2505,1761
2506,1779
2507,1805
2508,1813
2509,1817
2510,1817
2511,1811
2512,1805
2513,1794
2514,1777
2515,1758
2516,1743
2517,1734
2518,1731
2519,1744
2520,1751
2521,1761
2522,1780
2523,1802
2524,1821
2525,1825
2526,1827
2527,1820
2528,1816
2529,1809
2530,1797
2531,1777
2532,1770
2533,1764
2534,1765
2535,1774
2536,1782
2537,1796
2538,1809
2539,1833
2540,1857
2541,1873
2542,1877
2543,1883
2544,1872
2545,1862
2546,1850
2547,1839
2548,1813
2549,1794
2550,1781
2551,1776
2552,1777
2553,1783
2554,1795
2555,1808
2556,1827
2557,1845
2558,1851
2559,1853
2560,1847
2561,1841
2562,1835
2563,1825
2564,1809
2565,1792
2566,1777
2567,1767
2568,1769
2569,1776
2570,1787
2571,1800
2572,1820
2573,1845
2574,1866
2575,1879
2576,1882
2577,1879
2578,1873
2579,1870
2580,1858
2581,1847
2582,1827
2583,1814
2584,1812
2585,1813
2586,1816
2587,1823
2588,1833
2589,1847
2590,1872
2591,1885
2592,1889
2593,1889
2594,1888
2595,1881
2596,1872
2597,1858
2598,1840
2599,1823
2600,1815
2601,1810
2602,1811
2603,1817
2604,1823
2605,1834
2606,1849
2607,1869
2608,1879
2609,1886
2610,1889
2611,1891
2612,1885
2613,1882
2614,1871
2615,1855
2616,1843
2617,1841
2618,1843
2619,1854
2620,1862
2621,1877
2622,1889
2623,1914
2624,1933
2625,1945
2626,1953
2627,1962
2628,1965
2629,1967
2630,1962
2631,1954
2632,1941
2633,1931
2634,1925
2635,1935
2636,1936
2637,1951
2638,1965
2639,1974
2640,1993
2641,2006
2642,2006
2643,2006
2644,2000
2645,1993
2646,1984
2647,1979
2648,1968
2649,1951
2650,1947
2651,1952
2652,1962
2653,1974
2654,1986
2655,1999
2656,2018
2657,2032
2658,2033
2659,2027
2660,2017
2661,2005
2662,1991
2663,1982
2664,1967
2665,1946
2666,1930
2667,1924
2668,1921
2669,1929
2670,1936
2671,1941
2672,1951
2673,1968
2674,1977
2675,1973
2676,1971
2677,1959
2678,1944
2679,1933
2680,1907
2681,1887
2682,1861
2683,1843
2684,1838
2685,1836
2686,1840
2687,1847
2688,1860
2689,1875
2690,1895
2691,1901
2692,1899
2693,1887
2694,1872
2695,1857
2696,1842
2697,1825
2698,1807
2699,1789
2700,1791
2701,1793
2702,1802
2703,1826
2704,1823
2705,1827
2706,1839
2707,1846
2708,1861
2709,1881
2710,1905
2711,1923
2712,1930
2713,1933
2714,1929
2715,1921
2716,1909
2717,1891
2718,1872
2719,1861
2720,1858
2721,1858
2722,1866
2723,1873
2724,1890
2725,1908
2726,1934
2727,1958
2728,1969
2729,1974
2730,1974
2731,1968
2732,1958
2733,1946
2734,1936
2735,1906
2736,1899
2737,1883
2738,1887
2739,1892
2740,1904
2741,1919
2742,1936
2743,1967
2744,1984
2745,1995
2746,1995
2747,1992
2748,1983
2749,1969
2750,1955
2751,1936
2752,1906
2753,1902
2754,1894
2755,1894
2756,1901
2757,1916
2758,1933
2759,1949
2760,1971
2761,1990
2762,1998
2763,2000
2764,1998
2765,1994
2766,1986
2767,1984
2768,1977
2769,1975
2770,1988
2771,2012
2772,2042
2773,2084
2774,2128
2775,2190
2776,2259
2777,2337
2778,2413
2779,2483
2780,2559
2781,2640
2782,2726
2783,2815
2784,2899
2785,2988
2786,3088
2787,3200
2788,3322
2789,3454
2790,3610
2791,3790
2792,3996
2793,4095
2794,4095
2795,4095
2796,4095
2797,4095
2798,4095
2799,4095
2800,4095
2801,4095
2802,4043
2803,3847
2804,3632
2805,3437
2806,3249
2807,3087
2808,2928
2809,2800
2810,2691
2811,2603
2812,2509
2813,2445
2814,2397
2815,2368
2816,2364
2817,2375
2818,2386
2819,2405
2820,2434
2821,2469
2822,2503
2823,2541
2824,2574
2825,2595
2826,2624
2827,2647
2828,2654
2829,2654
2830,2640
2831,2631
2832,2615
2833,2594
2834,2574
2835,2538
2836,2512
2837,2499
2838,2497
2839,2501
2840,2510
2841,2519
2842,2538
2843,2559
2844,2586
2845,2591
2846,2587
2847,2577
2848,2571
2849,2548
2850,2530
2851,2507
2852,2478
2853,2450
2854,2445
2855,2435
2856,2432
2857,2432
2858,2431
2859,2439
2860,2449
2861,2448
2862,2434
2863,2416
2864,2395
2865,2377
2866,2353
2867,2339
2868,2317
2869,2298
2870,2288
2871,2287
2872,2290
2873,2293
2874,2307
2875,2320
2876,2336
2877,2352
2878,2354
2879,2349
2880,2331
2881,2305
2882,2271
2883,2240
2884,2209
2885,2173
2886,2150
2887,2138
2888,2134
2889,2141
2890,2149
2891,2159
2892,2171
2893,2187
2894,2192
2895,2192
2896,2180
2897,2163
2898,2145
2899,2126
2900,2103
2901,2078
2902,2045
2903,2032
2904,2021
2905,2015
2906,2019
2907,2019
2908,2023
2909,2032
2910,2043
2911,2053
2912,2039
2913,2031
2914,2013
2915,1991
2916,1970
2917,1947
2918,1922
2919,1901
2920,1883
2921,1876
2922,1875
2923,1879
2924,1888
2925,1900
2926,1915
2927,1936
2928,1941
2929,1942
2930,1940
2931,1936
2932,1926
2933,1911
2934,1891
2935,1863
2936,1840
2937,1823
2938,1810
2939,1807
2940,1807
2941,1810
2942,1823
2943,1845
2944,1866
2945,1873
2946,1890
2947,1900
2948,1899
2949,1901
2950,1894
2951,1884
2952,1867
2953,1857
2954,1854
2955,1852
2956,1847
2957,1850
2958,1853
2959,1859
2960,1874
2961,1885
2962,1878
2963,1878
2964,1872
2965,1863
2966,1856
2967,1845
2968,1833
2969,1819
2970,1817
2971,1819
2972,1827
2973,1843
2974,1858
2975,1874
2976,1899
2977,1917
2978,1921
2979,1921
2980,1915
2981,1910
2982,1905
2983,1897
2984,1881
2985,1860
2986,1849
2987,1842
2988,1843
2989,1858
2990,1872
2991,1898
2992,1915
2993,1942
2994,1967
2995,1978
2996,1979
2997,1976
2998,1967
2999,1949
3000,1932
3001,1907
3002,1883
3003,1863
3004,1851
3005,1845
3006,1853
3007,1860
3008,1870
3009,1885
3010,1904
3011,1919
3012,1919
3013,1921
3014,1920
3015,1918
3016,1907
3017,1899
3018,1879
3019,1866
3020,1856
3021,1855
3022,1856
3023,1865
3024,1872
3025,1886
3026,1907
3027,1931
3028,1936
3029,1943
3030,1941
3031,1938
3032,1934
3033,1925
3034,1910
3035,1893
3036,1872
3037,1862
3038,1860
3039,1862
3040,1867
3041,1872
3042,1883
3043,1905
3044,1923
3045,1927
3046,1927
3047,1915
3048,1901
3049,1876
3050,1855
3051,1828
3052,1803
3053,1780
3054,1769
3055,1765
3056,1764
3057,1765
3058,1769
3059,1775
3060,1783
3061,1792
3062,1792
3063,1791
3064,1788
3065,1776
3066,1761
3067,1744
3068,1717
3069,1691
3070,1675
3071,1663
3072,1659
3073,1658
3074,1663
3075,1675
3076,1690
3077,1712
3078,1712
3079,1706
3080,1695
3081,1680
3082,1661
3083,1639
3084,1615
3085,1579
3086,1562
3087,1546
3088,1531
3089,1534
3090,1543
3091,1552
3092,1568
3093,1599
3094,1619
3095,1631
3096,1646
3097,1639
3098,1636
3099,1625
3100,1616
3101,1599
3102,1578
3103,1563
3104,1552
3105,1552
3106,1552
3107,1553
3108,1558
3109,1575
3110,1591
3111,1602
3112,1603
3113,1605
3114,1600
3115,1591
3116,1583
3117,1566
3118,1546
3119,1523
3120,1519
3121,1518
3122,1527
3123,1535
3124,1555
3125,1571
3126,1595
3127,1616
3128,1630
3129,1632
3130,1635
3131,1629
3132,1614
3133,1600
3134,1584
3135,1559
3136,1546
3137,1531
3138,1531
3139,1545
3140,1553
3141,1572
3142,1589
3143,1616
3144,1643
3145,1658
3146,1666
3147,1669
3148,1664
3149,1655
3150,1646
3151,1622
3152,1600
3153,1588
3154,1582
3155,1583
3156,1589
3157,1597
3158,1612
3159,1627
3160,1654
3161,1675
3162,1683
3163,1692
3164,1697
3165,1698
3166,1682
3167,1678
3168,1652
3169,1627
3170,1619
3171,1617
3172,1621
3173,1627
3174,1643
3175,1659
3176,1681
3177,1703
3178,1712
3179,1712
3180,1712
3181,1707
3182,1693
3183,1680
3184,1671
3185,1649
3186,1643
3187,1634
3188,1638
3189,1647
3190,1660
3191,1673
3192,1694
3193,1717
3194,1738
3195,1744
3196,1744
3197,1741
3198,1731
3199,1717
3200,1702
3201,1686
3202,1663
3203,1650
3204,1648
3205,1650
3206,1658
3207,1666
3208,1682
3209,1703
3210,1730
3211,1747
3212,1749
3213,1754
3214,1758
3215,1755
3216,1746
3217,1737
3218,1712
3219,1691
3220,1680
3221,1677
3222,1679
3223,1685
3224,1704
3225,1719
3226,1744
3227,1767
3228,1776
3229,1776
3230,1776
3231,1769
3232,1758
3233,1751
3234,1738
3235,1717
3236,1701
3237,1693
3238,1693
3239,1696
3240,1703
3241,1714
3242,1729
3243,1758
3244,1779
3245,1795
3246,1805
3247,1811
3248,1812
3249,1808
3250,1805
3251,1791
3252,1771
3253,1750
3254,1744
3255,1737
3256,1738
3257,1735
3258,1742
3259,1751
3260,1770
3261,1777
3262,1779
3263,1776
3264,1770
3265,1755
3266,1739
3267,1719
3268,1693
3269,1676
3270,1665
3271,1663
3272,1663
3273,1675
3274,1690
3275,1708
3276,1737
3277,1764
3278,1781
3279,1789
3280,1787
3281,1781
3282,1773
3283,1760
3284,1744
3285,1724
3286,1712
3287,1703
3288,1697
3289,1703
3290,1711
3291,1717
3292,1731
3293,1751
3294,1771
3295,1783
3296,1791
3297,1792
3298,1794
3299,1787
3300,1776
3301,1761
3302,1740
3303,1725
3304,1715
3305,1715
3306,1721
3307,1730
3308,1744
3309,1763
3310,1779
3311,1799
3312,1802
3313,1795
3314,1792
3315,1777
3316,1765
3317,1746
3318,1722
3319,1705
3320,1693
3321,1691
3322,1698
3323,1708
3324,1712
3325,1729
3326,1751
3327,1773
3328,1778
3329,1785
3330,1778
3331,1776
3332,1765
3333,1757
3334,1741
3335,1719
3336,1705
3337,1693
3338,1691
3339,1695
3340,1706
3341,1718
3342,1735
3343,1758
3344,1775
3345,1781
3346,1780
3347,1779
3348,1776
3349,1773
3350,1766
3351,1755
3352,1740
3353,1733
3354,1730
3355,1733
3356,1745
3357,1757
3358,1772
3359,1790
3360,1811
3361,1827
3362,1837
3363,1833
3364,1830
3365,1822
3366,1808
3367,1793
3368,1769
3369,1744
3370,1730
3371,1719
3372,1717
3373,1720
3374,1730
3375,1746
3376,1775
3377,1798
3378,1812
3379,1818
3380,1824
3381,1823
3382,1819
3383,1809
3384,1795
3385,1776
3386,1761
3387,1752
3388,1755
3389,1763
3390,1770
3391,1781
3392,1789
3393,1803
3394,1823
3395,1827
3396,1825
3397,1818
3398,1809
3399,1795
3400,1783
3401,1772
3402,1755
3403,1745
3404,1744
3405,1749
3406,1759
3407,1773
3408,1790
3409,1806
3410,1826
3411,1841
3412,1840
3413,1835
3414,1823
3415,1811
3416,1801
3417,1780
3418,1764
3419,1746
3420,1747
3421,1755
3422,1761
3423,1773
3424,1791
3425,1813
3426,1842
3427,1872
3428,1887
3429,1890
3430,1887
3431,1875
3432,1860
3433,1840
3434,1816
3435,1789
3436,1771
3437,1767
3438,1770
3439,1779
3440,1795
3441,1812
3442,1827
3443,1849
3444,1872
3445,1877
3446,1875
3447,1879
3448,1872
3449,1855
3450,1838
3451,1811
3452,1791
3453,1776
3454,1776
3455,1783
3456,1801
3457,
3458,
3459,
3460,1821
3461,1844
3462,1870
3463,1899
3464,1911
3465,1916
3466,1911
3467,1906
3468,1893
3469,1883
3470,1868
3471,1843
3472,1822
3473,1808
3474,1799
3475,1799
3476,1807
3477,1818
3478,1829
3479,1850
3480,1871
3481,1882
3482,1875
3483,1872
3484,1861
3485,1854
3486,1841
3487,1830
3488,1813
3489,1807
3490,1803
3491,1806
3492,1808
3493,1818
3494,1830
3495,
3496,
3497,1843
3498,1871
3499,1889
3500,1898
3501,1902
3502,1897
3503,1893
3504,1885
3505,1873
3506,1856
3507,1838
3508,1822
3509,1811
3510,1808
3511,1813
3512,1822
3513,1837
3514,1852
3515,1872
3516,1887
3517,1887
3518,1925
3519,1909
3520,1901
3521,1897
3522,1906
3523,1921
3524,1937
3525,1959
3526,1980
3527,2006
3528,2032
3529,2043
3530,2046
3531,2047
3532,2035
3533,2027
3534,2013
3535,2000
3536,1980
3537,1968
3538,1990
3539,1982
3540,1967
3541,1955
3542,1936
3543,1916
3544,1901
3545,1890
3546,1887
3547,1895
3548,1904
3549,1913
3550,1923
3551,1939
3552,1951
3553,1950
3554,1937
3555,1920
3556,1900
3557,1874
3558,1851
3559,1826
3560,1801
3561,1786
3562,1780
3563,1790
3564,1797
3565,1809
3566,1825
3567,1851
3568,1874
3569,1898
3570,1904
3571,1905
3572,1904
3573,1894
3574,1879
3575,1869
3576,1843
3577,1829
3578,1819
3579,1817
3580,1872
3581,1855
3582,
3583,
3584,1845
3585,1840
3586,1840
3587,1846
3588,1847
3589,1856
3590,1873
3591,1895
3592,1916
3593,1925
3594,1932
3595,1930
3596,1934
3597,1930
3598,1921
3599,1904
3600,1891
3601,1888
3602,1888
3603,1898
3604,1907
3605,1919
3606,1934
3607,1953
3608,1968
3609,1971
3610,1973
3611,1968
3612,1958
3613,1949
3614,1937
3615,1924
3616,1908
3617,1903
3618,1906
3619,1920
3620,1936
3621,1959
3622,1983
3623,2015
3624,2064
3625,2095
3626,2115
3627,2141
3628,2165
3629,2197
3630,2231
3631,2275
3632,2319
3633,2370
3634,2442
3635,2533
3636,2637
3637,2742
3638,2857
3639,2974
3640,3107
3641,3242
3642,3376
3643,3507
3644,3661
3645,3793
3646,3962
3647,4095
3648,4095
3649,2696
3650,2691
3651,2672
3652,2651
3653,2637
3654,2627
3655,2622
3656,
3657,
3658,2621
3659,2621
3660,2627
3661,2641
3662,2659
3663,2668
3664,2663
3665,2657
3666,2645
3667,2629
3668,2610
3669,2591
3670,2559
3671,2544
3672,2534
3673,2533
3674,2533
3675,2535
3676,2542
3677,2545
3678,2557
3679,2569
3680,2559
3681,2550
3682,2539
3683,2524
3684,2510
3685,2491
3686,2474
3687,2448
3688,2439
3689,2433
3690,2432
3691,2432
3692,2437
3693,2439
3694,2446
3695,2454
3696,2453
3697,2447
3698,2433
3699,2418
3700,2403
3701,2384
3702,2368
3703,2340
3704,2320
3705,2295
3706,2290
3707,2286
3708,2281
3709,2281
3710,2283
3711,2295
3712,2305
3713,2301
3714,2288
3715,2267
3716,2247
3717,2224
3718,2197
3719,2176
3720,2151
3721,2126
3722,2107
3723,2101
3724,1863
3725,1867
3726,1874
3727,1889
3728,1904
3729,1927
3730,
3731,
3732,
3733,1942
3734,1953
3735,1952
3736,1942
3737,1934
3738,1919
3739,1904
3740,1887
3741,1859
3742,1835
3743,1823
3744,1813
3745,1815
3746,1815
3747,1827
3748,1840
3749,1860
3750,1872
3751,1886
3752,1885
3753,1875
3754,1871
3755,1859
3756,1847
3757,1830
3758,1814
3759,1807
3760,1804
3761,1809
3762,1825
3763,1840
3764,1846
3765,1864
3766,1878
3767,1888
3768,1893
3769,1891
3770,1886
3771,1878
3772,1872
3773,1862
3774,1840
3775,1825
3776,1815
3777,1815
3778,1825
3779,1839
3780,1853
3781,1869
3782,1889
3783,1909
3784,1917
3785,1918
3786,1917
3787,1914
3788,1907
3789,1903
3790,1894
3791,1877
3792,1865
3793,1856
3794,1569
3795,1579
3796,1586
3797,1598
3798,1616
3799,1639
3800,1648
3801,1648
3802,1643
3803,1634
3804,1622
3805,1609
3806,1586
3807,1564
3808,1546
3809,1526
3810,1522
3811,1520
3812,1522
3813,1532
3814,1549
3815,1572
3816,1587
3817,1593
3818,1597
3819,1598
3820,1597
3821,1593
3822,1591
3823,1584
3824,1566
3825,1566
3826,1558
3827,1565
3828,1571
3829,1579
3830,1591
3831,1603
3832,1625
3833,1634
3834,1636
3835,1629
3836,1621
3837,1613
3838,1602
3839,1593
3840,1577
3841,1558
3842,1552
3843,1552
3844,1546
3845,1554
3846,1557
3847,1565
3848,1575
3849,1591
3850,1587
3851,1590
3852,1589
3853,1584
3854,1577
3855,1566
3856,1552
3857,
3858,
3859,1529
3860,1517
3861,1509
3862,1511
3863,1513
3864,1521
3865,1547
3866,1567
3867,1600
3868,1616
3869,1629
3870,1633
3871,1633
3872,1627
3873,1614
3874,1605
3875,1591
3876,1575
3877,1562
3878,1557
3879,1562
3880,1569
3881,1584
3882,1602
3883,1626
3884,1651
3885,1669
3886,1677
3887,1680
3888,1671
3889,1663
3890,1651
3891,1633
3892,1611
3893,1591
3894,1589
3895,1595
3896,1615
3897,1629
3898,1651
3899,1680
3900,1702
3901,1730
3902,1745
3903,1753
3904,1756
3905,1745
3906,1735
3907,1719
3908,1702
3909,1677
3910,1653
3911,1644
3912,1637
3913,1637
3914,1646
3915,1651
3916,1666
3917,1689
3918,1703
3919,1709
3920,1711
3921,1703
3922,1696
3923,1683
3924,1673
3925,1662
3926,1647
3927,1635
3928,1641
3929,1648
3930,1659
3931,1667
3932,1754
3933,1744
3934,1739
3935,1723
3936,1714
3937,1696
3938,1682
3939,1677
3940,1674
3941,1680
3942,1686
3943,1700
3944,1712
3945,1730
3946,1747
3947,1760
3948,1762
3949,1765
3950,1761
3951,1750
3952,1738
3953,1718
3954,1695
3955,1683
3956,1675
3957,1677
3958,1681
3959,1691
3960,1708
3961,1722
3962,1745
3963,1762
3964,1771
3965,1774
3966,1768
3967,1757
3968,1744
3969,1728
3970,1701
3971,1680
3972,1668
3973,1669
3974,1670
3975,1680
3976,1694
3977,1701
3978,1728
3979,1749
3980,1769
3981,1773
3982,1769
3983,1761
3984,1744
3985,1728
3986,1713
3987,1695
3988,1680
3989,1671
3990,1679
3991,1680
3992,1693
3993,1707
3994,1723
3995,1744
3996,1757
3997,1762
3998,1766
3999,1762
4000,1752
4001,1741
4002,1728
4003,1711
4004,1686
4005,1675
4006,1671
4007,1670
4008,1679
4009,1689
4010,1703
4011,1722
4012,1744
4013,1761
4014,1765
4015,1767
4016,1770
4017,1755
4018,1755
4019,1743
4020,1718
4021,1696
4022,1685
4023,1680
4024,1678
4025,1681
4026,1687
4027,1695
4028,1712
4029,1732
4030,1754
4031,1753
4032,1751
4033,1747
4034,1741
4035,1730
4036,1719
4037,1703
4038,1694
4039,1690
4040,1694
4041,
4042,
4043,1705
4044,1714
4045,1729
4046,1743
4047,1773
4048,1792
4049,1803
4050,1805
4051,1801
4052,1792
4053,1776
4054,1759
4055,1741
4056,1717
4057,1707
4058,1702
4059,1698
4060,1703
4061,1709
4062,1714
4063,1738
4064,1756
4065,1773
4066,1772
4067,1767
4068,1759
4069,1747
4070,1738
4071,1727
4072,1707
4073,1693
4074,1689
4075,1689
4076,1699
4077,1712
4078,1725
4079,1744
4080,1770
4081,1792
4082,1809
4083,1814
4084,1814
4085,1810
4086,1803
4087,1790
4088,1771
4089,1744
4090,1726
4091,1719
4092,1722
4093,1729
4094,1738
4095,1745
4096,1759
4097,1776
4098,1789
4099,1790
4100,1791
4101,1783
4102,1775
4103,1764
4104,1750
4105,1744
4106,1727
4107,1724
4108,
4109,
4110,1767
4111,1779
4112,1803
4113,1825
4114,1825
4115,1839
4116,1839
4117,1834
4118,1827
4119,1815
4120,1806
4121,1787
4122,1776
4123,1775
4124,1776
4125,1781
4126,1791
4127,1805
4128,1822
4129,1843
4130,1856
4131,1862
4132,1859
4133,1857
4134,1855
4135,1840
4136,1826
4137,1806
4138,1782
4139,1772
4140,1776
4141,1777
4142,1788
4143,1799
4144,1812
4145,1836
4146,1854
4147,1860
4148,1863
4149,1862
4150,1856
4151,1846
4152,1842
4153,1830
4154,1813
4155,1799
4156,1787
4157,1779
4158,1776
4159,1786
4160,1795
4161,1809
4162,1835
4163,1859
4164,1866
4165,1872
4166,1874
4167,1870
4168,1856
4169,1840
4170,1815
4171,1789
4172,1774
4173,1762
4174,1866
4175,1845
4176,1815
4177,1802
4178,1793
4179,1796
4180,1809
4181,1824
4182,1849
4183,1872
4184,1901
4185,1927
4186,1943
4187,1952
4188,1958
4189,1959
4190,1955
4191,1943
4192,1926
4193,1905
4194,1888
4195,1877
4196,1879
4197,1872
4198,1881
4199,1898
4200,1919
4201,1952
4202,1983
4203,2000
4204,2018
4205,2030
4206,2034
4207,2032
4208,2026
4209,2006
4210,1989
4211,1983
4212,1981
4213,1981
4214,1985
4215,1995
4216,2002
4217,2020
4218,2038
4219,2045
4220,2047
4221,2046
4222,2045
4223,2038
4224,2029
4225,2012
4226,1998
4227,1984
4228,1973
4229,1971
4230,1971
4231,1971
4232,1977
4233,1984
4234,1998
4235,2004
4236,2009
4237,2000
4238,1989
4239,1981
4240,1959
4241,1941
4242,1923
4243,1907
4244,1890
4245,1889
4246,1898
4247,1904
4248,1911
4249,1924
4250,1937
4251,1955
4252,1969
4253,1970
4254,1963
4255,1947
4256,1942
4257,1919
4258,1907
4259,1885
4260,1859
4261,1847
4262,1842
4263,1842
4264,1847
4265,1857
4266,1867
4267,1887
4268,1906
4269,1916
4270,1919
4271,1909
4272,1904
4273,1891
4274,1880
4275,1858
4276,1835
4277,1821
4278,1813
4279,1817
4280,1824
4281,1834
4282,1854
4283,1867
4284,1887
4285,1903
4286,1909
4287,
4288,
4289,1904
4290,1903
4291,1899
4292,1894
4293,1886
4294,1875
4295,1868
4296,1863
4297,1861
4298,1866
4299,1867
4300,1872
4301,1873
4302,1887
4303,1905
4304,1917
4305,1913
4306,1914
4307,1904
4308,1896
4309,1883
4310,1872
4311,1853
4312,1840
4313,1833
4314,1837
4315,1841
4316,1864
4317,1870
4318,1888
4319,1909
4320,1927
4321,1935
4322,1931
4323,1920
4324,1907
4325,1901
4326,1887
4327,1876
4328,1859
4329,1850
4330,1847
4331,1852
4332,1858
4333,1867
4334,1879
4335,1893
4336,1918
4337,1937
4338,1943
4339,1951
4340,1945
4341,1937
4342,1926
4343,1916
4344,1904
4345,1890
4346,1884
4347,1887
4348,2074
4349,2090
4350,2105
4351,2123
4352,2135
4353,2162
4354,2203
4355,2261
4356,2335
4357,2425
4358,2513
4359,2624
4360,2745
4361,2867
4362,2990
4363,3099
4364,3212
4365,3325
4366,3440
4367,3572
4368,3696
4369,3835
4370,3986
4371,4095
4372,4095
4373,4095
4374,4095
4375,4095
4376,4095
4377,4095
4378,4095
4379,4095
4380,4095
4381,4095
4382,4095
4383,4077
4384,3869
4385,3621
4386,3391
4387,3201
4388,3024
4389,2868
4390,2736
4391,2627
4392,2539
4393,2500
4394,2480
4395,2481
4396,2496
4397,2526
4398,2576
4399,2622
4400,2669
4401,2703
4402,2733
4403,2745
4404,2762
4405,2774
4406,2795
4407,2802
4408,2817
4409,2829
4410,2849
4411,2863
4412,2864
4413,2855
4414,2835
4415,2815
4416,2793
4417,2766
4418,2739
4419,2711
4420,2695
4421,2689
4422,2690
4423,2691
4424,2701
4425,2707
4426,2722
4427,2746
4428,2751
4429,2742
4430,2734
4431,2720
4432,2697
4433,2673
4434,2641
4435,2612
4436,2587
4437,2576
4438,2555
4439,2545
4440,2539
4441,2543
4442,2544
4443,2559
4444,2581
4445,2589
4446,2587
4447,2587
4448,2567
4449,2544
4450,2527
4451,2499
4452,2473
4453,2450
4454,2433
4455,2426
4456,2426
4457,2421
4458,2423
4459,2432
4460,2447
4461,
4462,
4463,
4464,2453
4465,2457
4466,2443
4467,2423
4468,2405
4469,2375
4470,2349
4471,2313
4472,2277
4473,2250
4474,2235
4475,2227
4476,2224
4477,2233
4478,2243
4479,2257
4480,2277
4481,2282
4482,2275
4483,2266
4484,2246
4485,2225
4486,2204
4487,2178
4488,2146
4489,2111
4490,2090
4491,2069
4492,2065
4493,2068
4494,2071
4495,2084
4496,2096
4497,2112
4498,2110
4499,2103
4500,2095
4501,2081
4502,2064
4503,2053
4504,2032
4505,2007
4506,1987
4507,1973
4508,1964
4509,1954
4510,1953
4511,1958
4512,1963
4513,1981
4514,1989
4515,1987
4516,1983
4517,1969
4518,1956
4519,1936
4520,1917
4521,1851
4522,1837
4523,1823
4524,1815
4525,1817
4526,1822
4527,1828
4528,1837
4529,1847
4530,1869
4531,1890
4532,1901
4533,1904
4534,1904
4535,1900
4536,1887
4537,1871
4538,1855
4539,1829
4540,1808
4541,1793
4542,1792
4543,1799
4544,1808
4545,1821
4546,1839
4547,1868
4548,1890
4549,1902
4550,1904
4551,1904
4552,1893
4553,1879
4554,1867
4555,1846
4556,1826
4557,1849
4558,1852
4559,1858
4560,1872
4561,1898
4562,1911
4563,1936
4564,1955
4565,1964
4566,1955
4567,1947
4568,1936
4569,1920
4570,1903
4571,1878
4572,1854
4573,1836
4574,1827
4575,1823
4576,1823
4577,1825
4578,1831
4579,1840
4580,1854
4581,1865
4582,1866
4583,1859
4584,1851
4585,1850
4586,1829
4587,1808
4588,1777
4589,1750
4590,1732
4591,1718
4592,1709
4593,1709
4594,1712
4595,1727
4596,1729
4597,1744
4598,1745
4599,1743
4600,1736
4601,1723
4602,1707
4603,1685
4604,1663
4605,1633
4606,1614
4607,1602
4608,1603
4609,1600
4610,1615
4611,1616
4612,1628
4613,1647
4614,1659
4615,1663
4616,1661
4617,1661
4618,1657
4619,1649
4620,1636
4621,1616
4622,1595
4623,1574
4624,1558
4625,1552
4626,1551
4627,1554
4628,1569
4629,1584
4630,
4631,
4632,1602
4633,1616
4634,1616
4635,1614
4636,1610
4637,1600
4638,1590
4639,1581
4640,1563
4641,1546
4642,1533
4643,1531
4644,1531
4645,1546
4646,1552
4647,1563
4648,1583
4649,1600
4650,1614
4651,1614
4652,1609
4653,1600
4654,1585
4655,1573
4656,1563
4657,1535
4658,1520
4659,1516
4660,1519
4661,1525
4662,1546
4663,1555
4664,1574
4665,1596
4666,1615
4667,1624
4668,1626
4669,1618
4670,1611
4671,1591
4672,1583
4673,1561
4674,1535
4675,1527
4676,1526
4677,1533
4678,1548
4679,1559
4680,1579
4681,1598
4682,1619
4683,1639
4684,1646
4685,1647
4686,1645
4687,1639
4688,1635
4689,1632
4690,1613
4691,1709
4692,1705
4693,1700
4694,1701
4695,1693
4696,1680
4697,1667
4698,1661
4699,1659
4700,1669
4701,1677
4702,1685
4703,1699
4704,1712
4705,1738
4706,1746
4707,1753
4708,1752
4709,1743
4710,1733
4711,1723
4712,1712
4713,1693
4714,1677
4715,1665
4716,1662
4717,1665
4718,1670
4719,1680
4720,1695
4721,1716
4722,1741
4723,1751
4724,1753
4725,1749
4726,1744
4727,1731
4728,1715
4729,1699
4730,1675
4731,1657
4732,1648
4733,1648
4734,1659
4735,1674
4736,1693
4737,1714
4738,1745
4739,1773
4740,1785
4741,1792
4742,1792
4743,1788
4744,1791
4745,1782
4746,1766
4747,1748
4748,1735
4749,1730
4750,1727
4751,1731
4752,1739
4753,1744
4754,1764
4755,1783
4756,1803
4757,1810
4758,1810
4759,1811
4760,1808
4761,1798
4762,1786
4763,1769
4764,1755
4765,1743
4766,1740
4767,1742
4768,1744
4769,1758
4770,1766
4771,1788
4772,1807
4773,1815
4774,1818
4775,1823
4776,1809
4777,1797
4778,1778
4779,1765
4780,1744
4781,1733
4782,1727
4783,1734
4784,1743
4785,1754
4786,1771
4787,1789
4788,1813
4789,1840
4790,1850
4791,1855
4792,1853
4793,1845
4794,1835
4795,1813
4796,1792
4797,1766
4798,1744
4799,1733
4800,1732
4801,1732
4802,1740
4803,1747
4804,1768
4805,1791
4806,1808
4807,1818
4808,
4809,
4810,1811
4811,1809
4812,1805
4813,1793
4814,1775
4815,1761
4816,1745
4817,1735
4818,1732
4819,1735
4820,1741
4821,1751
4822,1770
4823,1787
4824,1806
4825,1810
4826,1813
4827,1807
4828,1797
4829,1782
4830,1770
4831,1755
4832,1735
4833,1721
4834,1717
4835,1719
4836,1730
