,mV
2497,1904
2498,1949
2499,1965
2500,1951
2501,1913
2502,1859
2503,1805
2504,1753
2505,1707
2506,1649
2507,1613
2508,1607
2509,1623
2510,1655
2511,1697
2512,1743
2513,1787
2514,1840
2515,1891
2516,1925
2517,1937
2518,1931
2519,1904
2520,1872
2521,1834
2522,1779
2523,1725
2524,1686
2525,1670
2526,1676
2527,1706
2528,1735
2529,1774
2530,1824
2531,1889
2532,1945
2533,1989
2534,2003
2535,1993
2536,1959
2537,1921
2538,1875
2539,1815
2540,1773
2541,1744
2542,1742
2543,1756
2544,1782
2545,1822
2546,1858
2547,1902
2548,1941
2549,1968
2550,1968
2551,1946
2552,1914
2553,1872
2554,1833
2555,1783
2556,1730
2557,1697
2558,1683
2559,1697
2560,1727
2561,1766
2562,1807
2563,1841
2564,1872
2565,1894
2566,1899
2567,1879
2568,1840
2569,1787
2570,1741
2571,1711
2572,1687
2573,1678
2574,1702
2575,1761
2576,1836
2577,1920
2578,2000
2579,2069
2580,2123
2581,2165
2582,2192
2583,2193
2584,2159
2585,2105
2586,2033
2587,1968
2588,1911
2589,1851
2590,1815
2591,1808
2592,1825
2593,1859
2594,1905
2595,1947
2596,1983
2597,2019
2598,2064
2599,2080
2600,2064
2601,2039
2602,2000
2603,1958
2604,1920
2605,1873
2606,1831
2607,1808
2608,1803
2609,1821
2610,1845
2611,1883
2612,1916
2613,1950
2614,1996
2615,2037
2616,2064
2617,2064
2618,2043
2619,2009
2620,1980
2621,1943
2622,1904
2623,1867
2624,1840
2625,1846
2626,1869
2627,1895
2628,1923
2629,1956
2630,1981
2631,2004
2632,2019
2633,2010
2634,1987
2635,1953
2636,1922
2637,1887
2638,1855
2639,1813
2640,1780
2641,1776
2642,1783
2643,1801
2644,1811
2645,1825
2646,1824
2647,1839
2648,1851
2649,1866
2650,1861
2651,1840
2652,1807
2653,1769
2654,1735
2655,1699
2656,1653
2657,1625
2658,1616
2659,1623
2660,1648
2661,1680
2662,1698
2663,1719
2664,1758
2665,1792
2666,1801
2667,1785
2668,1747
2669,1701
2670,1647
2671,1594
2672,1542
2673,1491
2674,1472
2675,1466
2676,1484
2677,1507
2678,1551
2679,1584
2680,1627
2681,1680
2682,1717
2683,1743
2684,1731
2685,1702
2686,1666
2687,1627
2688,1586
2689,1535
2690,1499
2691,1489
2692,1501
2693,1534
2694,1572
2695,1599
2696,1623
2697,1657
2698,1690
2699,1636
2700,1600
2701,1570
2702,1519
2703,1476
2704,1457
2705,1463
2706,1486
2707,1520
2708,1562
2709,1586
2710,1611
2711,1637
2712,1651
2713,1647
2714,1616
2715,1581
2716,1531
2717,1490
2718,1456
2719,1413
2720,1391
2721,1399
2722,1424
2723,1485
2724,1550
2725,1609
2726,1650
2727,1696
2728,1738
2729,1765
2730,1765
2731,1744
2732,1703
2733,1661
2734,1616
2735,1566
2736,1503
2737,1466
2738,1455
2739,1456
2740,1473
2741,1491
2742,1517
2743,1553
2744,1593
2745,1630
2746,1651
2747,1661
2748,1655
2749,1647
2750,1631
2751,1616
2752,1595
2753,1572
2754,1559
2755,1571
2756,1588
2757,1617
2758,1650
2759,1689
2760,1729
2761,1774
2762,1801
2763,1807
2764,1791
2765,1753
2766,1705
2767,1649
2768,1591
2769,1517
2770,1449
2771,1411
2772,1399
2773,1411
2774,1445
2775,1491
2776,1552
2777,1622
2778,1703
2779,1767
2780,1803
2781,1809
2782,1792
2783,1758
2784,1717
2785,1669
2786,1618
2787,1584
2788,1584
2789,1600
2790,1635
2791,1673
2792,1711
2793,1743
2794,1779
2795,1808
2796,1818
2797,1805
2798,1767
2799,1712
2800,1655
2801,1605
2802,1552
2803,1499
2804,1483
2805,1493
2806,1531
2807,1582
2808,1623
2809,1665
2810,1712
2811,1761
2812,1807
2813,1822
2814,1808
2815,1783
2816,1749
2817,1713
2818,1678
2819,1630
2820,1584
2821,1567
2822,1573
2823,1597
2824,1629
2825,1662
2826,1690
2827,1724
2828,1758
2829,1781
2830,1783
2831,1772
2832,1745
2833,1712
2834,1680
2835,1648
2836,1602
2837,1578
2838,1575
2839,1586
2840,1613
2841,1641
2842,1659
2843,1682
2844,1713
2845,1739
2846,1741
2847,1733
2848,1706
2849,1670
2850,1635
2851,1608
2852,1575
2853,1530
2854,1519
2855,1525
2856,1554
2857,1584
2858,1619
2859,1657
2860,1697
2861,1747
2862,1791
2863,1808
2864,1795
2865,1779
2866,1743
2867,1697
2868,1654
2869,1598
2870,1550
2871,1520
2872,1518
2873,1546
2874,1578
2875,1618
2876,1659
2877,1709
2878,1758
2879,1780
2880,1779
2881,1759
2882,1716
2883,1678
2884,1636
2885,1602
2886,1559
2887,1546
2888,1552
2889,1573
2890,1603
2891,1648
2892,1680
2893,1712
2894,1748
2895,1776
2896,1779
2897,1767
2898,1736
2899,1698
2900,1668
2901,1637
2902,1593
2903,1551
2904,1519
2905,1521
2906,1550
2907,1590
2908,1632
2909,1663
2910,1702
2911,1743
2912,1776
2913,1789
2914,1776
2915,1742
2916,1698
2917,1653
2918,1614
2919,1567
2920,1531
2921,1531
2922,1552
2923,1583
2924,1616
2925,1658
2926,1702
2927,1744
2928,1791
2929,1814
2930,1815
2931,1790
2932,1746
2933,1695
2934,1633
2935,1570
2936,1499
2937,1453
2938,1437
2939,1456
2940,1488
2941,1543
2942,1599
2943,1655
2944,1711
2945,1746
2946,1773
2947,1774
2948,1745
2949,1714
2950,1682
2951,1648
2952,1600
2953,1552
2954,1521
2955,1529
2956,1567
2957,1610
2958,1659
2959,1697
2960,1728
2961,1761
2962,1776
2963,1764
2964,1725
2965,1673
2966,1620
2967,1586
2968,1559
2969,1532
2970,1527
2971,1552
2972,1586
2973,1645
2974,1697
2975,1749
2976,1793
2977,1841
2978,1878
2979,1898
2980,1886
2981,1851
2982,1803
2983,1753
2984,1693
2985,1631
2986,1571
2987,1523
2988,1520
2989,1535
2990,1582
2991,1619
2992,1660
2993,1702
2994,1756
2995,1806
2996,1840
2997,1845
2998,1829
2999,1801
3000,1776
3001,1746
3002,1710
3003,1662
3004,1641
3005,1638
3006,1649
3007,1680
3008,1701
3009,1723
3010,1738
3011,1753
3012,1765
3013,1757
3014,1729
3015,1683
3016,1639
3017,1601
3018,1571
3019,1525
3020,1498
3021,1505
3022,1535
3023,1593
3024,1648
3025,1703
3026,1752
3027,1808
3028,1865
3029,1903
3030,1911
3031,1903
3032,1872
3033,1829
3034,1783
3035,1733
3036,1673
3037,1633
3038,1626
3039,1642
3040,1673
3041,1711
3042,1753
3043,1793
3044,1835
3045,1867
3046,1878
3047,1863
3048,1826
3049,1781
3050,1739
3051,1697
3052,1649
3053,1616
3054,1600
3055,1618
3056,1650
3057,1697
3058,1728
3059,1763
3060,1789
3061,1818
3062,1839
3063,1840
3064,1819
3065,1777
3066,1733
3067,1693
3068,1665
3069,1632
3070,1616
3071,1622
3072,1649
3073,1694
3074,1744
3075,1800
3076,1844
3077,1893
3078,1934
3079,1957
3080,1936
3081,1891
3082,1825
3083,1757
3084,1685
3085,1618
3086,1551
3087,1511
3088,1504
3089,1533
3090,1595
3091,1666
3092,1744
3093,1807
3094,1855
3095,1895
3096,1900
3097,1873
3098,1835
3099,1773
3100,1712
3101,1668
3102,1625
3103,1598
3104,1605
3105,1635
3106,1685
3107,1749
3108,1810
3109,1857
3110,1895
3111,1927
3112,1951
3113,1953
3114,1938
3115,1917
3116,1886
3117,1856
3118,1831
3119,1791
3120,1765
3121,1765
3122,1790
3123,1829
3124,1877
3125,1914
3126,1943
3127,1968
3128,1994
3129,1998
3130,1986
3131,1959
3132,1920
3133,1878
3134,1837
3135,1793
3136,1742
3137,1710
3138,1708
3139,1719
3140,1755
3141,1796
3142,1836
3143,1874
3144,1924
3145,1969
3146,2001
3147,2008
3148,1987
3149,1949
3150,1904
3151,1857
3152,1806
3153,1746
3154,1706
3155,1682
3156,1692
3157,1711
3158,1742
3159,1776
3160,1811
3161,1863
3162,1904
3163,1914
3164,1902
3165,1874
3166,1843
3167,1808
3168,1772
3169,1712
3170,1659
3171,1636
3172,1632
3173,1647
3174,1667
3175,1684
3176,1715
3177,1745
3178,1783
3179,1804
3180,1805
3181,1792
3182,1771
3183,1741
3184,1703
3185,1662
3186,1611
3187,1586
3188,1586
3189,1613
3190,1651
3191,1695
3192,1730
3193,1772
3194,1815
3195,1859
3196,1888
3197,1885
3198,1853
3199,1807
3200,1753
3201,1705
3202,1646
3203,1598
3204,1584
3205,1584
3206,1609
3207,1643
3208,1695
3209,1739
3210,1793
3211,1850
3212,1891
3213,1904
3214,1886
3215,1852
3216,1805
3217,1753
3218,1706
3219,1648
3220,1602
3221,1587
3222,1591
3223,1613
3224,1655
3225,1705
3226,1746
3227,1792
3228,1839
3229,1866
3230,1857
3231,1837
3232,1791
3233,1744
3234,1704
3235,1654
3236,1597
3237,1567
3238,1567
3239,1591
3240,1638
3241,1692
3242,1745
3243,1806
3244,1862
3245,1915
3246,1938
3247,1935
3248,1904
3249,1853
3250,1795
3251,1737
3252,1677
3253,1617
3254,1587
3255,1589
3256,1609
3257,1645
3258,1694
3259,1743
3260,1799
3261,1866
3262,1919
3263,1954
3264,1968
3265,1954
3266,1923
3267,1887
3268,1846
3269,1793
3270,1744
3271,1716
3272,1711
3273,1719
3274,1738
3275,1773
3276,1803
3277,1839
3278,1878
3279,1904
3280,1915
3281,1915
3282,1901
3283,1875
3284,1856
3285,1821
3286,1777
3287,1753
3288,1771
3289,1805
3290,1869
3291,1936
3292,2014
3293,2096
3294,2179
3295,2261
3296,2326
3297,2375
3298,2415
3299,2447
3300,2489
3301,2539
3302,2585
3303,2618
3304,2681
3305,2765
3306,2875
3307,2996
3308,3143
3309,3305
3310,3471
3311,3676
3312,3877
3313,4029
3314,4095
3315,4095
3316,4095
3317,3991
3318,3873
3319,3619
3320,3402
3321,3212
3322,3013
3323,2838
3324,2664
3325,2490
3326,2326
3327,2178
3328,2039
3329,1904
3330,1776
3331,1651
3332,1534
3333,1443
3334,1397
3335,1378
3336,1367
3337,1397
3338,1462
3339,1558
3340,1658
3341,1750
3342,1833
3343,1904
3344,1967
3345,2007
3346,2026
3347,2014
3348,1975
3349,1936
3350,1897
3351,1856
3352,1815
3353,1777
3354,1765
3355,1777
3356,1808
3357,1844
3358,1875
3359,1900
3360,1924
3361,1955
3362,1975
3363,1971
3364,1942
3365,1901
3366,1853
3367,1809
3368,1772
3369,1719
3370,1689
3371,1685
3372,1715
3373,1755
3374,1802
3375,1845
3376,1885
3377,1927
3378,1973
3379,2000
3380,2005
3381,1992
3382,1963
3383,1925
3384,1879
3385,1827
3386,1763
3387,1717
3388,1705
3389,1718
3390,1755
3391,1803
3392,1851
3393,1902
3394,1956
3395,2003
3396,2027
3397,2016
3398,1984
3399,1935
3400,1878
3401,1822
3402,1758
3403,1698
3404,1662
3405,1661
3406,1682
3407,1722
3408,1773
3409,1819
3410,1870
3411,1920
3412,1952
3413,1963
3414,1943
3415,1921
3416,1893
3417,1869
3418,1845
3419,1798
3420,1747
3421,1715
3422,1702
3423,1714
3424,1744
3425,1781
3426,1827
3427,1873
3428,1934
3429,1970
3430,1989
3431,1981
3432,1949
3433,1907
3434,1855
3435,1805
3436,1741
3437,1698
3438,1682
3439,1691
3440,1711
3441,1731
3442,1758
3443,1781
3444,1808
3445,1841
3446,1807
3447,1841
3448,1869
3449,1907
3450,1949
3451,1970
3452,1973
3453,1960
3454,1933
3455,1904
3456,1874
3457,1850
3458,1824
3459,1818
3460,1833
3461,1861
3462,1898
3463,1929
3464,1963
3465,1987
3466,2026
3467,2057
3468,2069
3469,2061
3470,2026
3471,1993
3472,1961
3473,1928
3474,1883
3475,1850
3476,1839
3477,1853
3478,1886
3479,1931
3480,1979
3481,2017
3482,2062
3483,2101
3484,2130
3485,2132
3486,2111
3487,2071
3488,2020
3489,1972
3490,1930
3491,1877
3492,1852
3493,1846
3494,1868
3495,1904
3496,1951
3497,1998
3498,2039
3499,2087
3500,2130
3501,2160
3502,2176
3503,2167
3504,2142
3505,2111
3506,2069
3507,2019
3508,1955
3509,1907
3510,1888
3511,1890
3512,1920
3513,1952
3514,1990
3515,2041
3516,2097
3517,2145
3518,2176
3519,2176
3520,2157
3521,2114
3522,2065
3523,2005
3524,1947
3525,1890
3526,1861
3527,1869
3528,1893
3529,1935
3530,1968
3531,2005
3532,2045
3533,2092
3534,2127
3535,2141
3536,2139
3537,2119
3538,2094
3539,2063
3540,2021
3541,1968
3542,1915
3543,1891
3544,1891
3545,1905
3546,1933
3547,1959
3548,1981
3549,2011
3550,2037
3551,2057
3552,2046
3553,2011
3554,1968
3555,1923
3556,1877
3557,1829
3558,1781
3559,1753
3560,1746
3561,1760
3562,1792
3563,1817
3564,1843
3565,1870
3566,1906
3567,1939
3568,1949
3569,1927
3570,1886
3571,1825
3572,1773
3573,1713
3574,1651
3575,1605
3576,1585
3577,1588
3578,1617
3579,1658
3580,1705
3581,1741
3582,1789
3583,1839
3584,1875
3585,1888
3586,1871
3587,1822
3588,1766
3589,1706
3590,1649
3591,1591
3592,1549
3593,1520
3594,1527
3595,1562
3596,1595
3597,1629
3598,1649
3599,1675
3600,1703
3601,1719
3602,1715
3603,1695
3604,1660
3605,1631
3606,1607
3607,1582
3608,1552
3609,1531
3610,1550
3611,1584
3612,1618
3613,1664
3614,1703
3615,1735
3616,1770
3617,1798
3618,1807
3619,1779
3620,1739
3621,1681
3622,1621
3623,1572
3624,1506
3625,1463
3626,1456
3627,1484
3628,1531
3629,1597
3630,1664
3631,1726
3632,1791
3633,1853
3634,1889
3635,1896
3636,1861
3637,1808
3638,1737
3639,1663
3640,1584
3641,1497
3642,1436
3643,1405
3644,1408
3645,1445
3646,1503
3647,1580
3648,1652
3649,1731
3650,1805
3651,1857
3652,1874
3653,1869
3654,1831
3655,1785
3656,1728
3657,1660
3658,1591
3659,1543
3660,1525
3661,1535
3662,1584
3663,1636
3664,1695
3665,1745
3666,1800
3667,1849
3668,1872
3669,1867
3670,1826
3671,1777
3672,1718
3673,1664
3674,1606
3675,1559
3676,1529
3677,1543
3678,1579
3679,1626
3680,1681
3681,1732
3682,1788
3683,1840
3684,1872
3685,1872
3686,1846
3687,1798
3688,1751
3689,1709
3690,1671
3691,1624
3692,1593
3693,1586
3694,1613
3695,1660
3696,1710
3697,1751
3698,1795
3699,1839
3700,1869
3701,1882
3702,1869
3703,1831
3704,1793
3705,1754
3706,1726
3707,1685
3708,1643
3709,1611
3710,1611
3711,1626
3712,1639
3713,1666
3714,1697
3715,1713
3716,1735
3717,1751
3718,1751
3719,1730
3720,1706
3721,1675
3722,1649
3723,1629
3724,1611
3725,1590
3726,1588
3727,1603
3728,1642
3729,1690
3730,1744
3731,1789
3732,1839
3733,1891
3734,1929
3735,1939
3736,1924
3737,1890
3738,1843
3739,1789
3740,1730
3741,1661
3742,1600
3743,1575
3744,1583
3745,1600
3746,1638
3747,1680
3748,1715
3749,1759
3750,1797
3751,1821
3752,1822
3753,1811
3754,1789
3755,1776
3756,1744
3757,1711
3758,1665
3759,1633
3760,1621
3761,1641
3762,1663
3763,1690
3764,1717
3765,1738
3766,1775
3767,1794
3768,1797
3769,1781
3770,1744
3771,1711
3772,1673
3773,1642
3774,1600
3775,1557
3776,1531
3777,1545
3778,1579
3779,1619
3780,1676
3781,1718
3782,1757
3783,1804
3784,1841
3785,1862
3786,1856
3787,1825
3788,1781
3789,1729
3790,1674
3791,1606
3792,1548
3793,1513
3794,1510
3795,1534
3796,1578
3797,1628
3798,1679
3799,1745
3800,1822
3801,1887
3802,1919
3803,1923
3804,1899
3805,1859
3806,1810
3807,1755
3808,1702
3809,1661
3810,1648
3811,1647
3812,1662
3813,1680
3814,1703
3815,1721
3816,1746
3817,1766
3818,1773
3819,1755
3820,1728
3821,1685
3822,1656
3823,1619
3824,1591
3825,1574
3826,1569
3827,1589
3828,1627
3829,1675
3830,1713
3831,1751
3832,1788
3833,1819
3834,1842
3835,1850
3836,1834
3837,1804
3838,1770
3839,1730
3840,1693
3841,1648
3842,1605
3843,1600
3844,1613
3845,1641
3846,1665
3847,1690
3848,1714
3849,1745
3850,1781
3851,1803
3852,1791
3853,1773
3854,1744
3855,1715
3856,1690
3857,1655
3858,1613
3859,1587
3860,1598
3861,1619
3862,1650
3863,1682
3864,1712
3865,1744
3866,1777
3867,1815
3868,1834
3869,1824
3870,1809
3871,1788
3872,1765
3873,1742
3874,1708
3875,1676
3876,1654
3877,1654
3878,1671
3879,1686
3880,1709
3881,1718
3882,1744
3883,1776
3884,1792
3885,1787
3886,1748
3887,1709
3888,1661
3889,1620
3890,1594
3891,1563
3892,1552
3893,1574
3894,1629
3895,1700
3896,1778
3897,1851
3898,1915
3899,1971
3900,2009
3901,2029
3902,2001
3903,1955
3904,1889
3905,1823
3906,1767
3907,1717
3908,1663
3909,1630
3910,1623
3911,1645
3912,1679
3913,1723
3914,1762
3915,1798
3916,1839
3917,1870
3918,1887
3919,1872
3920,1840
3921,1789
3922,1730
3923,1679
3924,1617
3925,1564
3926,1534
3927,1531
3928,1558
3929,1595
3930,1637
3931,1682
3932,1729
3933,1779
3934,1822
3935,1860
3936,1877
3937,1881
3938,1872
3939,1855
3940,1840
3941,1808
3942,1782
3943,1773
3944,1776
3945,1786
3946,1804
3947,1823
3948,1850
3949,1882
3950,1915
3951,1929
3952,1921
3953,1894
3954,1854
3955,1807
3956,1761
3957,1712
3958,1659
3959,1629
3960,1628
3961,1645
3962,1673
3963,1805
3964,1745
3965,1703
3966,1652
3967,1620
3968,1617
3969,1649
3970,1699
3971,1763
3972,1828
3973,1881
3974,1927
3975,1967
3976,1986
3977,1995
3978,1971
3979,1939
3980,1769
3981,1810
3982,1846
3983,1887
3984,1927
3985,1947
3986,1940
3987,1916
3988,1874
3989,1830
3990,1776
3991,1721
3992,1664
3993,1629
3994,1625
3995,1658
3996,1705
3997,1761
3998,1803
3999,1840
4000,1872
4001,1902
4002,1904
4003,1901
4004,1895
4005,1887
4006,1887
4007,1901
4008,1903
4009,1904
4010,1907
4011,1925
4012,1954
4013,1991
4014,2032
4015,2066
4016,2097
4017,2121
4018,2134
4019,2128
4020,2097
4021,2055
4022,2000
4023,1961
4024,1919
4025,1866
4026,1823
4027,1808
4028,1822
4029,1861
4030,1904
4031,1950
4032,1991
4033,2032
4034,2067
4035,2075
4036,2046
4037,2007
4038,1944
4039,1872
4040,1807
4041,1738
4042,1662
4043,1616
4044,1602
4045,1619
4046,1674
4047,1744
4048,1823
4049,1900
4050,1968
4051,2023
4052,2061
4053,2063
4054,2037
4055,2004
4056,1974
4057,1942
4058,1901
4059,1851
4060,1823
4061,1817
4062,1833
4063,1845
4064,1859
4065,1867
4066,1872
4067,1887
4068,1892
4069,1887
4070,1869
4071,1839
4072,1805
4073,1776
4074,1749
4075,1717
4076,1693
4077,1693
4078,1705
4079,1729
4080,1757
4081,1779
4082,1802
4083,1811
4084,1830
4085,1831
4086,1823
4087,1808
4088,1791
4089,1767
4090,1753
4091,1740
4092,1713
4093,1712
4094,1731
4095,1767
4096,1808
4097,1842
4098,1870
4099,1899
4100,1927
4101,1958
4102,1968
4103,1950
4104,1917
4105,1871
4106,1828
4107,1791
4108,1745
4109,1709
4110,1685
4111,1698
4112,1728
4113,1762
4114,1805
4115,1838
4116,1877
4117,1920
4118,1947
4119,1958
4120,1925
4121,1886
4122,1826
4123,1776
4124,1719
4125,1663
4126,1616
4127,1601
4128,1619
4129,1661
4130,1720
4131,1776
4132,1837
4133,1895
4134,1951
4135,1989
4136,2004
4137,1991
4138,1956
4139,1910
4140,1870
4141,1821
4142,1765
4143,1737
4144,1733
4145,1756
4146,1799
4147,1855
4148,1906
4149,1959
4150,2017
4151,2065
4152,2082
4153,2067
4154,2028
4155,1969
4156,1906
4157,1840
4158,1761
4159,1687
4160,1635
4161,1613
4162,1617
4163,1655
4164,1710
4165,1776
4166,1850
4167,1922
4168,1984
4169,2017
4170,2023
4171,2021
4172,2003
4173,1982
4174,1957
4175,1920
4176,1893
4177,1895
4178,1923
4179,1978
4180,2039
4181,2112
4182,2175
4183,2251
4184,2331
4185,2385
4186,2423
4187,2443
4188,2453
4189,2475
4190,2496
4191,2519
4192,2545
4193,2598
4194,2676
4195,2783
4196,2903
4197,3043
4198,3187
4199,3331
4200,3482
4201,3634
4202,3728
4203,3782
4204,3766
4205,3702
4206,3616
4207,3511
4208,3401
4209,3287
4210,3184
4211,3086
4212,2989
4213,2889
4214,2775
4215,2657
4216,2532
4217,2419
4218,2301
4219,2167
4220,2021
4221,1876
4222,1743
4223,1631
4224,1533
4225,1442
4226,1392
4227,1382
4228,1413
4229,1472
4230,1551
4231,1636
4232,1712
4233,1792
4234,1872
4235,1936
4236,1971
4237,1993
4238,1990
4239,1975
4240,1952
4241,1910
4242,1857
4243,1810
4244,1785
4245,1771
4246,1765
4247,1763
4248,1774
4249,1779
4250,1803
4251,1834
4252,1863
4253,1892
4254,1916
4255,1936
4256,1951
4257,1957
4258,1955
4259,1940
4260,1941
4261,1958
4262,1984
4263,2017
4264,2047
4265,2075
4266,2095
4267,2113
4268,2117
4269,2098
4270,2061
4271,2005
4272,1959
4273,1902
4274,1855
4275,1803
4276,1771
4277,1760
4278,1779
4279,1812
4280,1855
4281,1890
4282,1917
4283,1952
4284,1986
4285,2003
4286,2000
4287,1973
4288,1933
4289,1886
4290,1840
4291,1792
4292,1735
4293,1710
4294,1717
4295,1751
4296,1803
4297,1856
4298,1901
4299,1936
4300,1974
4301,2005
4302,2020
4303,2018
4304,2003
4305,1991
4306,1975
4307,1968
4308,1935
4309,1899
4310,1879
4311,1885
4312,1911
4313,1937
4314,1967
4315,1995
4316,2017
4317,2065
4318,2092
4319,2096
4320,2070
4321,2031
4322,1985
4323,1938
4324,1897
4325,1845
4326,1807
4327,1789
4328,1792
4329,1810
4330,1835
4331,1857
4332,1882
4333,1920
4334,1963
4335,1995
4336,2008
4337,2005
4338,1994
4339,1979
4340,1959
4341,1937
4342,1905
4343,1891
4344,1900
4345,1927
4346,1967
4347,1999
4348,2022
4349,2043
4350,2066
4351,2082
4352,2077
4353,2054
4354,2005
4355,1954
4356,1899
4357,1856
4358,1814
4359,1792
4360,1802
4361,1841
4362,1906
4363,1974
4364,2035
4365,2092
4366,2138
4367,2185
4368,2215
4369,2213
4370,2180
4371,2128
4372,2070
4373,2010
4374,1951
4375,1881
4376,1827
4377,1808
4378,1814
4379,1859
4380,1913
4381,1970
4382,2034
4383,2111
4384,2175
4385,2220
4386,2225
4387,2198
4388,2160
4389,2118
4390,2077
4391,2023
4392,1973
4393,1947
4394,1950
4395,1968
4396,2001
4397,2043
4398,2093
4399,2128
4400,2163
4401,2197
4402,2207
4403,2193
4404,2163
4405,2135
4406,2112
4407,2076
4408,2027
4409,1981
4410,1955
4411,1955
4412,1975
4413,2001
4414,2039
4415,2077
4416,2112
4417,2160
4418,2198
4419,2223
4420,2213
4421,2192
4422,2165
4423,2135
4424,2101
4425,2047
4426,2005
4427,1995
4428,2005
4429,2034
4430,2073
4431,2113
4432,2138
4433,2176
4434,2223
4435,2243
4436,2244
4437,2219
4438,2174
4439,2127
4440,2085
4441,2043
4442,2000
4443,1971
4444,1983
4445,2011
4446,2065
4447,2123
4448,2167
4449,2208
4450,2240
4451,2259
4452,2256
4453,2227
4454,2186
4455,2131
4456,2083
4457,2033
4458,1987
4459,1955
4460,1954
4461,1983
4462,2021
4463,2071
4464,2106
4465,2131
4466,2158
4467,2182
4468,2198
4469,2195
4470,2164
4471,2115
4472,2060
4473,1997
4474,1933
4475,1870
4476,1821
4477,1808
4478,1820
4479,1851
4480,1887
4481,1920
4482,1949
4483,1975
4484,1999
4485,2009
4486,1997
4487,1961
4488,1917
4489,1872
4490,1825
4491,1776
4492,1727
4493,1703
4494,1702
4495,1727
4496,1761
4497,1792
4498,1824
4499,1853
4500,1888
4501,1920
4502,1931
4503,1917
4504,1875
4505,1826
4506,1779
4507,1739
4508,1687
4509,1647
4510,1624
4511,1629
4512,1647
4513,1679
4514,1712
4515,1744
4516,1775
4517,1814
4518,1843
4519,1853
4520,1837
4521,1795
4522,1754
4523,1712
4524,1690
4525,1654
4526,1630
4527,1629
4528,1664
4529,1707
4530,1751
4531,1797
4532,1827
4533,1858
4534,1901
4535,1906
4536,1889
4537,1858
4538,1811
4539,1762
4540,1711
4541,1651
4542,1602
4543,1578
4544,1589
4545,1621
4546,1670
4547,1714
4548,1763
4549,1792
4550,1838
4551,1871
4552,1872
4553,1856
4554,1815
4555,1760
4556,1707
4557,1662
4558,1602
4559,1555
4560,1535
4561,1552
4562,1586
4563,1630
4564,1697
4565,1746
4566,1799
4567,1863
4568,1906
4569,1933
4570,1925
4571,1895
4572,1850
4573,1801
4574,1758
4575,1709
4576,1664
4577,1647
4578,1648
4579,1675
4580,1707
4581,1740
4582,1761
4583,1791
4584,1819
4585,1840
4586,1840
4587,1820
4588,1795
4589,1774
4590,1749
4591,1732
4592,1701
4593,1677
4594,1683
4595,1714
4596,1756
4597,1802
4598,1845
4599,1875
4600,1918
4601,1942
4602,1949
4603,1920
4604,1889
4605,1839
4606,1801
4607,1767
4608,1735
4609,1712
4610,1702
4611,1717
4612,1754
4613,1803
4614,1839
4615,1865
4616,1888
4617,1910
4618,1921
4619,1903
4620,1860
4621,1811
4622,1759
4623,1712
4624,1674
4625,1623
4626,1603
4627,1615
4628,1658
4629,1720
4630,1789
4631,1854
4632,1904
4633,1943
4634,1989
4635,2004
4636,1998
4637,1965
4638,1933
4639,1889
4640,1841
4641,1793
4642,1740
4643,1703
4644,1686
4645,1692
4646,1707
4647,1718
4648,1742
4649,1767
4650,1809
4651,1857
4652,1885
4653,1893
4654,1886
4655,1872
4656,1856
4657,1838
4658,1807
4659,1773
4660,1759
4661,1765
4662,1793
4663,1840
4664,1889
4665,1936
4666,1972
4667,2003
4668,2023
4669,2019
4670,2000
4671,1957
4672,1908
4673,1863
4674,1810
4675,1747
4676,1712
4677,1703
4678,1724
4679,1760
4680,1795
4681,1831
4682,1859
4683,1899
4684,1938
4685,1964
4686,1964
4687,
4688,
4689,1943
4690,1904
4691,1857
4692,1808
4693,1755
4694,1699
4695,1659
4696,1650
4697,1674
4698,1712
4699,1766
4700,1811
4701,1869
4702,1923
4703,1975
4704,2002
4705,2000
4706,1981
4707,1940
4708,1903
4709,1859
4710,1808
4711,1760
4712,1739
4713,1743
4714,1751
4715,1776
4716,1808
4717,1874
4718,1829
4719,1771
4720,1725
4721,1712
4722,1713
4723,1744
4724,1778
4725,1816
4726,1859
4727,1909
4728,1948
4729,1966
4730,1958
4731,1931
4732,1890
4733,1845
4734,1797
4735,1739
4736,1687
4737,1675
4738,1691
4739,1727
4740,1775
4741,1819
4742,1855
4743,1895
4744,1941
4745,1968
4746,1969
4747,1947
4748,1909
4749,1871
4750,1824
4751,1786
4752,1738
4753,1699
4754,1876
4755,1822
4756,1771
4757,1728
4758,1686
4759,
4760,
4761,1669
4762,1691
4763,1739
4764,1799
4765,1856
4766,1905
4767,1945
4768,1984
4769,2003
4770,2005
4771,1983
4772,1935
4773,1887
4774,1840
4775,1791
4776,1743
4777,1701
4778,1686
4779,1701
4780,1739
4781,1783
4782,1839
4783,1882
4784,1921
4785,1971
4786,2012
4787,2031
4788,2022
4789,1987
4790,1936
4791,1882
4792,1828
4793,1771
4794,1713
4795,1701
4796,1716
4797,1747
4798,1781
4799,1814
4800,1849
4801,1882
4802,1922
4803,1962
4804,1973
4805,1968
4806,1949
4807,1935
4808,1915
4809,1904
4810,1877
4811,1862
4812,1877
4813,1922
4814,1977
4815,2031
4816,2077
4817,2097
4818,2113
4819,2118
4820,2111
4821,2089
4822,2053
4823,2018
4824,1998
4825,1744
4826,1745
4827,1777
4828,1831
4829,1878
4830,1922
