,0
661,1718.0
662,1687.0
663,1630.0
664,1573.0
665,1515.0
666,1466.0
667,1422.0
668,1392.0
669,1393.0
670,1420.0
671,1461.0
672,1519.0
673,1584.0
674,1626.0
675,1687.0
676,1738.0
677,1763.0
678,1747.0
679,1711.0
680,1642.0
681,1576.0
682,1498.0
683,1427.0
684,1349.0
685,1302.0
686,1293.0
687,1308.0
688,1355.0
689,1407.0
690,1457.0
691,1517.0
692,1583.0
693,1630.0
694,1653.0
695,1642.0
696,1610.0
697,1559.0
698,1495.0
699,1440.0
700,1381.0
701,1323.0
702,1296.0
703,1299.0
704,1328.0
705,1371.0
706,1415.0
707,1466.0
708,1520.0
709,1583.0
710,1621.0
711,1643.0
712,1634.0
713,1600.0
714,1558.0
715,1502.0
716,1451.0
717,1390.0
718,1344.0
719,1333.0
720,1360.0
721,1413.0
722,1475.0
723,1552.0
724,1609.0
725,1669.0
726,1716.0
727,1739.0
728,1730.0
729,1691.0
730,1634.0
731,1570.0
732,1491.0
733,1424.0
734,1345.0
735,1297.0
736,1291.0
737,1314.0
738,1366.0
739,1429.0
740,1501.0
741,1579.0
742,1657.0
743,1729.0
744,1776.0
745,1782.0
746,1757.0
747,1718.0
748,1673.0
749,1615.0
750,1550.0
751,1481.0
752,1444.0
753,1437.0
754,1457.0
755,1495.0
756,1552.0
757,1587.0
758,1643.0
759,1698.0
760,1743.0
761,1761.0
762,1757.0
763,1720.0
764,1677.0
765,1628.0
766,1584.0
767,1527.0
768,1492.0
769,1491.0
770,1517.0
771,1569.0
772,1624.0
773,1685.0
774,1734.0
775,1789.0
776,1838.0
777,1847.0
778,1826.0
779,1772.0
780,1696.0
781,1616.0
782,1548.0
783,1473.0
784,1413.0
785,1382.0
786,1393.0
787,1437.0
788,1502.0
789,1584.0
790,1650.0
791,1714.0
792,1776.0
793,1830.0
794,1850.0
795,1840.0
796,1793.0
797,1741.0
798,1680.0
799,1625.0
800,1555.0
801,1489.0
802,1462.0
803,1469.0
804,1504.0
805,1557.0
806,1611.0
807,1664.0
808,1722.0
809,1775.0
810,1811.0
811,1810.0
812,1796.0
813,1753.0
814,1695.0
815,1639.0
816,1575.0
817,1510.0
818,1459.0
819,1457.0
820,1471.0
821,1510.0
822,1567.0
823,1617.0
824,1667.0
825,1719.0
826,1762.0
827,1786.0
828,1776.0
829,1744.0
830,1703.0
831,1657.0
832,1609.0
833,1562.0
834,1509.0
835,1488.0
836,1501.0
837,1546.0
838,1605.0
839,1665.0
840,1715.0
841,1763.0
842,1808.0
843,1837.0
844,1840.0
845,1808.0
846,1755.0
847,1690.0
848,1616.0
849,1552.0
850,1476.0
851,1409.0
852,1370.0
853,1375.0
854,1402.0
855,1455.0
856,1504.0
857,1568.0
858,1627.0
859,1686.0
860,1743.0
861,1759.0
862,1744.0
863,1699.0
864,1647.0
865,1585.0
866,1517.0
867,1442.0
868,1394.0
869,1371.0
870,1386.0
871,1415.0
872,1471.0
873,1525.0
874,1588.0
875,1649.0
876,1712.0
877,1754.0
878,1769.0
879,1755.0
880,1719.0
881,1677.0
882,1625.0
883,1570.0
884,1505.0
885,1468.0
886,1463.0
887,1488.0
888,1535.0
889,1584.0
890,1629.0
891,1667.0
892,1713.0
893,1745.0
894,1765.0
895,1744.0
896,1698.0
897,1639.0
898,1583.0
899,1520.0
900,1459.0
901,1404.0
902,1375.0
903,1382.0
904,1409.0
905,1451.0
906,1495.0
907,1553.0
908,1609.0
909,1668.0
910,1711.0
911,1722.0
912,1701.0
913,1662.0
914,1616.0
915,1571.0
916,1515.0
917,1454.0
918,1406.0
919,1398.0
920,1427.0
921,1481.0
922,1552.0
923,1621.0
924,1682.0
925,1743.0
926,1802.0
927,1831.0
928,1825.0
929,1783.0
930,1726.0
931,1661.0
932,1589.0
933,1509.0
934,1435.0
935,1392.0
936,1381.0
937,1406.0
938,1443.0
939,1503.0
940,1560.0
941,1616.0
942,1678.0
943,1732.0
944,1753.0
945,1748.0
946,1723.0
947,1680.0
948,1637.0
949,1591.0
950,1533.0
951,1475.0
952,1456.0
953,1473.0
954,1515.0
955,1579.0
956,1639.0
957,1699.0
958,1749.0
959,1806.0
960,1843.0
961,1856.0
962,1833.0
963,1788.0
964,1730.0
965,1671.0
966,1607.0
967,1552.0
968,1490.0
969,1481.0
970,1495.0
971,1548.0
972,1607.0
973,1669.0
974,1717.0
975,1773.0
976,1811.0
977,1838.0
978,1823.0
979,1784.0
980,1724.0
981,1663.0
982,1600.0
983,1547.0
984,1485.0
985,1457.0
986,1466.0
987,1513.0
988,1583.0
989,1642.0
990,1707.0
991,1766.0
992,1817.0
993,1863.0
994,1883.0
995,1875.0
996,1840.0
997,1791.0
998,1734.0
999,1676.0
1000,1619.0
1001,1563.0
1002,1549.0
1003,1567.0
1004,1613.0
1005,1676.0
1006,1738.0
1007,1795.0
1008,1854.0
1009,1910.0
1010,1946.0
1011,1962.0
1012,1940.0
1013,1906.0
1014,1857.0
1015,1808.0
1016,1755.0
1017,1695.0
1018,1653.0
1019,1643.0
1020,1666.0
1021,1702.0
1022,1751.0
1023,1806.0
1024,1847.0
1025,1887.0
1026,1931.0
1027,1942.0
1028,1933.0
1029,1903.0
1030,1855.0
1031,1806.0
1032,1750.0
1033,1695.0
1034,1645.0
1035,1609.0
1036,1610.0
1037,1633.0
1038,1680.0
1039,1734.0
1040,1782.0
1041,1834.0
1042,1884.0
1043,1935.0
1044,1963.0
1045,1961.0
1046,1935.0
1047,1894.0
1048,1851.0
1049,1797.0
1050,1744.0
1051,1696.0
1052,1681.0
1053,1703.0
1054,1744.0
1055,1805.0
1056,1866.0
1057,1920.0
1058,1968.0
1059,2017.0
1060,2057.0
1061,2060.0
1062,2032.0
1063,1984.0
1064,1923.0
1065,1874.0
1066,1827.0
1067,1774.0
1068,1743.0
1069,1739.0
1070,1766.0
1071,1822.0
1072,1885.0
1073,1952.0
1074,2011.0
1075,2081.0
1076,2138.0
1077,2166.0
1078,2165.0
1079,2135.0
1080,2080.0
1081,2015.0
1082,1952.0
1083,1893.0
1084,1840.0
1085,1808.0
1086,1817.0
1087,1862.0
1088,1925.0
1089,1998.0
1090,2077.0
1091,2145.0
1092,2210.0
1093,2272.0
1094,2300.0
1095,2298.0
1096,2271.0
1097,2223.0
1098,2169.0
1099,2113.0
1100,2047.0
1101,1985.0
1102,1956.0
1103,1957.0
1104,1986.0
1105,2032.0
1106,2086.0
1107,2136.0
1108,2187.0
1109,2249.0
1110,2298.0
1111,2321.0
1112,2318.0
1113,2288.0
1114,2230.0
1115,2174.0
1116,2115.0
1117,2054.0
1118,2007.0
1119,1995.0
1120,2010.0
1121,2057.0
1122,2100.0
1123,2155.0
1124,2195.0
1125,2241.0
1126,2278.0
1127,2288.0
1128,2279.0
1129,2241.0
1130,2182.0
1131,2123.0
1132,2067.0
1133,2012.0
1134,1955.0
1135,1930.0
1136,1933.0
1137,1971.0
1138,2039.0
1139,2113.0
1140,2183.0
1141,2242.0
1142,2303.0
1143,2351.0
1144,2363.0
1145,2352.0
1146,2309.0
1147,2246.0
1148,2178.0
1149,2113.0
1150,2032.0
1151,1964.0
1152,1928.0
1153,1931.0
1154,1959.0
1155,2000.0
1156,2059.0
1157,2106.0
1158,2150.0
1159,2197.0
1160,2230.0
1161,2240.0
1162,2223.0
1163,2182.0
1164,2135.0
1165,2091.0
1166,2032.0
1167,1983.0
1168,1942.0
1169,1934.0
1170,1952.0
1171,1982.0
1172,2019.0
1173,2067.0
1174,2110.0
1175,2157.0
1176,2199.0
1177,2235.0
1178,2238.0
1179,2224.0
1180,2187.0
1181,2143.0
1182,2096.0
1183,2042.0
1184,1987.0
1185,1953.0
1186,1951.0
1187,1981.0
1188,2026.0
1189,2081.0
1190,2128.0
1191,2169.0
1192,2217.0
1193,2253.0
1194,2262.0
1195,2252.0
1196,2217.0
1197,2175.0
1198,2128.0
1199,2083.0
1200,2029.0
1201,1983.0
1202,1968.0
1203,1993.0
1204,2043.0
1205,2113.0
1206,2179.0
1207,2238.0
1208,2288.0
1209,2335.0
1210,2372.0
1211,2381.0
1212,2353.0
1213,2304.0
1214,2247.0
1215,2191.0
1216,2128.0
1217,2064.0
1218,2020.0
1219,2013.0
1220,2035.0
1221,2086.0
1222,2138.0
1223,2197.0
1224,2257.0
1225,2319.0
1226,2368.0
1227,2411.0
1228,2429.0
1229,2415.0
1230,2385.0
1231,2349.0
1232,2309.0
1233,2260.0
1234,2213.0
1235,2166.0
1236,2162.0
1237,2180.0
1238,2211.0
1239,2256.0
1240,2299.0
1241,2345.0
1242,2395.0
1243,2448.0
1244,2475.0
1245,2471.0
1246,2448.0
1247,2405.0
1248,2366.0
1249,2330.0
1250,2287.0
1251,2253.0
1252,2256.0
1253,2285.0
1254,2337.0
1255,2416.0
1256,2512.0
1257,2614.0
1258,2717.0
1259,2832.0
1260,2945.0
1261,3034.0
1262,3109.0
1263,3166.0
1264,3215.0
1265,3264.0
1266,3318.0
1267,3367.0
1268,3440.0
1269,3579.0
1270,3796.0
1271,4095.0
1272,4095.0
1273,4095.0
1274,4095.0
1275,4095.0
1276,4095.0
1277,4095.0
1278,4095.0
1279,4095.0
1280,4095.0
1281,4095.0
1282,4095.0
1283,4095.0
1284,4095.0
1285,4095.0
1286,4095.0
1287,4095.0
1288,4095.0
1289,4095.0
1290,3931.0
1291,3722.0
1292,3519.0
1293,3358.0
1294,3200.0
1295,3041.0
1296,2895.0
1297,2766.0
1298,2657.0
1299,2576.0
1300,2502.0
1301,2467.0
1302,2481.0
1303,2544.0
1304,2649.0
1305,2769.0
1306,2893.0
1307,3005.0
1308,3115.0
1309,3211.0
1310,3278.0
1311,3311.0
1312,3290.0
1313,3247.0
1314,3186.0
1315,3132.0
1316,3066.0
1317,3000.0
1318,2947.0
1319,2933.0
1320,2949.0
1321,2985.0
1322,3035.0
1323,3088.0
1324,3131.0
1325,3177.0
1326,3213.0
1327,3235.0
1328,3225.0
1329,3186.0
1330,3127.0
1331,3059.0
1332,2999.0
1333,2942.0
1334,2879.0
1335,2843.0
1336,2842.0
1337,2877.0
1338,2928.0
1339,2989.0
1340,3051.0
1341,3111.0
1342,3175.0
1343,3233.0
1344,3262.0
1345,3251.0
1346,3213.0
1347,3152.0
1348,3090.0
1349,3023.0
1350,2942.0
1351,2818.0
1352,2759.0
1353,2692.0
1354,2624.0
1355,2580.0
1356,2559.0
1357,2576.0
1358,2609.0
1359,2651.0
1360,2692.0
1361,2735.0
1362,2777.0
1363,2823.0
1364,2838.0
1365,2835.0
1366,2805.0
1367,2760.0
1368,2708.0
1369,2665.0
1370,2611.0
1371,2559.0
1372,2543.0
1373,2555.0
1374,2591.0
1375,2638.0
1376,2685.0
1377,2729.0
1378,2759.0
1379,2800.0
1380,2823.0
1381,2826.0
1382,2788.0
1383,2733.0
1384,2665.0
1385,2606.0
1386,2543.0
1387,2475.0
1388,2439.0
1389,2431.0
1390,2450.0
1391,2497.0
1392,2549.0
1393,2606.0
1394,2640.0
1395,2682.0
1396,2723.0
1397,2751.0
1398,2744.0
1399,2708.0
1400,2667.0
1401,2614.0
1402,2554.0
1403,2497.0
1404,2445.0
1405,2408.0
1406,2405.0
1407,2439.0
1408,2483.0
1409,2535.0
1410,2587.0
1411,2627.0
1412,2664.0
1413,2693.0
1414,2692.0
1415,2669.0
1416,2615.0
1417,2534.0
1418,2471.0
1419,2411.0
1420,2334.0
1421,2285.0
1422,2262.0
1423,2276.0
1424,2312.0
1425,2363.0
1426,2416.0
1427,2463.0
1428,2511.0
1429,2551.0
1430,2591.0
1431,2589.0
1432,2558.0
1433,2508.0
1434,2446.0
1435,2384.0
1436,2331.0
1437,2263.0
1438,2209.0
1439,2182.0
1440,2192.0
1441,2224.0
1442,2274.0
1443,2323.0
1444,2366.0
1445,2413.0
1446,2449.0
1447,2475.0
1448,2480.0
1449,2451.0
1450,2400.0
1451,2335.0
1452,2259.0
1453,2181.0
1454,2102.0
1455,2034.0
1456,2003.0
1457,2006.0
1458,2036.0
1459,2091.0
1460,2143.0
1461,2193.0
1462,2247.0
1463,2288.0
1464,2307.0
1465,2290.0
1466,2250.0
1467,2185.0
1468,2115.0
1469,2042.0
1470,1970.0
1471,1900.0
1472,1851.0
1473,1847.0
1474,1866.0
1475,1904.0
1476,1941.0
1477,1973.0
1478,2009.0
1479,2028.0
1480,2047.0
1481,2031.0
1482,1990.0
1483,1922.0
1484,1849.0
1485,1775.0
1486,1706.0
1487,1629.0
1488,1570.0
1489,1551.0
1490,1557.0
1491,1593.0
1492,1648.0
1493,1712.0
1494,1767.0
1495,1821.0
1496,1875.0
1497,1917.0
1498,1918.0
1499,1889.0
1500,1844.0
1501,1789.0
1502,1721.0
1503,1666.0
1504,1594.0
1505,1534.0
1506,1519.0
1507,1532.0
1508,1574.0
1509,1621.0
1510,1671.0
1511,1714.0
1512,1767.0
1513,1794.0
1514,1802.0
1515,1777.0
1516,1718.0
1517,1642.0
1518,1578.0
1519,1503.0
1520,1435.0
1521,1381.0
1522,1358.0
1523,1373.0
1524,1412.0
1525,1483.0
1526,1565.0
1527,1636.0
1528,1713.0
1529,1783.0
1530,1831.0
1531,1840.0
1532,1804.0
1533,1747.0
1534,1674.0
1535,1591.0
1536,1516.0
1537,1440.0
1538,1392.0
1539,1375.0
1540,1397.0
1541,1449.0
1542,1519.0
1543,1612.0
1544,1685.0
1545,1757.0
1546,1818.0
1547,1853.0
1548,1857.0
1549,1829.0
1550,1781.0
1551,1721.0
1552,1663.0
1553,1605.0
1554,1545.0
1555,1489.0
1556,1489.0
1557,1517.0
1558,1573.0
1559,1638.0
1560,1695.0
1561,1748.0
1562,1795.0
1563,1847.0
1564,1861.0
1565,1841.0
1566,1798.0
1567,1736.0
1568,1667.0
1569,1607.0
1570,1545.0
1571,1488.0
1572,1458.0
1573,1476.0
1574,1516.0
1575,1586.0
1576,1648.0
1577,1712.0
1578,1766.0
1579,1826.0
1580,1861.0
1581,1877.0
1582,1850.0
1583,1817.0
1584,1772.0
1585,1713.0
1586,1666.0
1587,1610.0
1588,1570.0
1589,1563.0
1590,1589.0
1591,1627.0
1592,1680.0
1593,1734.0
1594,1776.0
1595,1827.0
1596,1870.0
1597,1898.0
1598,1893.0
1599,1856.0
1600,1801.0
1601,1734.0
1602,1679.0
1603,1617.0
1604,1574.0
1605,1552.0
1606,1566.0
1607,1604.0
1608,1683.0
1609,1763.0
1610,1834.0
1611,1891.0
1612,1948.0
1613,1987.0
1614,2005.0
1615,1991.0
1616,1956.0
1617,1890.0
1618,1823.0
1619,1755.0
1620,1680.0
1621,1617.0
1622,1574.0
1623,1577.0
1624,1602.0
1625,1648.0
1626,1701.0
1627,1767.0
1628,1826.0
1629,1877.0
1630,1922.0
1631,1933.0
1632,1919.0
1633,1874.0
1634,1825.0
1635,1775.0
1636,1728.0
1637,1674.0
1638,1635.0
1639,1621.0
1640,1651.0
1641,1701.0
1642,1776.0
1643,1842.0
1644,1915.0
1645,1982.0
1646,2034.0
1647,2074.0
1648,2071.0
1649,2032.0
1650,1968.0
1651,1902.0
1652,1827.0
1653,1761.0
1654,1687.0
1655,1642.0
1656,1623.0
1657,1648.0
1658,1685.0
1659,1744.0
1660,1799.0
1661,1857.0
1662,1917.0
1663,1968.0
1664,1995.0
1665,1995.0
1666,1962.0
1667,1903.0
1668,1854.0
1669,1778.0
1670,1710.0
1671,1639.0
1672,1606.0
1673,1604.0
1674,1623.0
1675,1671.0
1676,1728.0
1677,1782.0
1678,1847.0
1679,1914.0
1680,1969.0
1681,2000.0
1682,2000.0
1683,1975.0
1684,1930.0
1685,1872.0
1686,1811.0
1687,1744.0
1688,1687.0
1689,1661.0
1690,1667.0
1691,1706.0
1692,1767.0
1693,1828.0
1694,1883.0
1695,1933.0
1696,1979.0
1697,2000.0
1698,2014.0
1699,1996.0
1700,1947.0
1701,1893.0
1702,1829.0
1703,1760.0
1704,1685.0
1705,1643.0
1706,1638.0
1707,1659.0
1708,1719.0
1709,1782.0
1710,1856.0
1711,1918.0
1712,1982.0
1713,2032.0
1714,2063.0
1715,2047.0
1716,2014.0
1717,1952.0
1718,1900.0
1719,1834.0
1720,1774.0
1721,1711.0
1722,1677.0
1723,1681.0
1724,1712.0
1725,1773.0
1726,1827.0
1727,1872.0
1728,1939.0
1729,1995.0
1730,2032.0
1731,2053.0
1732,2032.0
1733,1990.0
1734,1937.0
1735,1879.0
1736,1834.0
1737,1771.0
1738,1729.0
1739,1709.0
1740,1729.0
1741,1774.0
1742,1834.0
1743,1893.0
1744,1946.0
1745,2005.0
1746,2063.0
1747,2095.0
1748,2096.0
1749,2064.0
1750,2006.0
1751,1942.0
1752,1885.0
1753,1827.0
1754,1773.0
1755,1735.0
1756,1738.0
1757,1767.0
1758,1809.0
1759,1859.0
1760,1903.0
1761,1939.0
1762,1983.0
1763,2020.0
1764,2039.0
1765,2035.0
1766,2002.0
1767,1956.0
1768,1911.0
1769,1870.0
1770,1825.0
1771,1779.0
1772,1761.0
1773,1776.0
1774,1819.0
1775,1868.0
1776,1929.0
1777,1979.0
1778,2035.0
1779,2095.0
1780,2134.0
1781,2151.0
1782,2137.0
1783,2099.0
1784,2032.0
1785,1968.0
1786,1904.0
1787,1840.0
1788,1780.0
1789,1759.0
1790,1776.0
1791,1823.0
1792,1875.0
1793,1939.0
1794,1994.0
1795,2035.0
1796,2077.0
1797,2096.0
1798,2095.0
1799,2059.0
1800,2000.0
1801,1948.0
1802,1885.0
1803,1826.0
1804,1775.0
1805,1733.0
1806,1731.0
1807,1757.0
1808,1815.0
1809,1875.0
1810,1940.0
1811,1999.0
1812,2077.0
1813,2125.0
1814,2160.0
1815,2160.0
1816,2137.0
1817,2096.0
1818,2035.0
1819,1983.0
1820,1923.0
1821,1863.0
1822,1822.0
1823,1818.0
1824,1834.0
1825,1859.0
1826,1900.0
1827,1937.0
1828,1981.0
1829,2029.0
1830,2071.0
1831,2088.0
1832,2071.0
1833,2030.0
1834,1984.0
1835,1936.0
1836,1891.0
1837,1843.0
1838,1791.0
1839,1776.0
1840,1793.0
1841,1840.0
1842,1909.0
1843,1979.0
1844,2038.0
1845,2111.0
1846,2176.0
1847,2224.0
1848,2255.0
1849,2245.0
1850,2209.0
1851,2162.0
1852,2105.0
1853,2038.0
1854,1973.0
1855,1925.0
1856,1914.0
1857,1936.0
1858,1989.0
1859,2064.0
1860,2130.0
1861,2201.0
1862,2257.0
1863,2318.0
1864,2346.0
1865,2341.0
1866,2300.0
1867,2246.0
1868,2179.0
1869,2118.0
1870,2055.0
1871,1996.0
