,0
1872,1968.0
1873,1982.0
1874,2013.0
1875,2071.0
1876,2128.0
1877,2177.0
1878,2223.0
1879,2267.0
1880,2293.0
1881,2297.0
1882,2287.0
1883,2233.0
1884,2169.0
1885,2107.0
1886,2037.0
1887,1968.0
1888,1909.0
1889,1900.0
1890,1922.0
1891,1975.0
1892,2054.0
1893,2113.0
1894,2176.0
1895,2233.0
1896,2287.0
1897,2315.0
1898,2314.0
1899,2277.0
1900,2215.0
1901,2147.0
1902,2075.0
1903,2009.0
1904,1936.0
1905,1889.0
1906,1884.0
1907,1910.0
1908,1949.0
1909,2003.0
1910,2064.0
1911,2109.0
1912,2158.0
1913,2195.0
1914,2209.0
1915,2189.0
1916,2135.0
1917,2064.0
1918,1998.0
1919,1931.0
1920,1866.0
1921,1808.0
1922,1781.0
1923,1798.0
1924,1843.0
1925,1904.0
1926,1972.0
1927,2041.0
1928,2110.0
1929,2169.0
1930,2217.0
1931,2230.0
1932,2211.0
1933,2163.0
1934,2097.0
1935,2026.0
1936,1963.0
1937,1892.0
1938,1829.0
1939,1807.0
1940,1824.0
1941,1865.0
1942,1920.0
1943,1986.0
1944,2039.0
1945,2099.0
1946,2162.0
1947,2213.0
1948,2223.0
1949,2210.0
1950,2175.0
1951,2122.0
1952,2085.0
1953,2016.0
1954,1951.0
1955,1907.0
1956,1895.0
1957,1917.0
1958,1955.0
1959,2002.0
1960,2057.0
1961,2096.0
1962,2141.0
1963,2187.0
1964,2199.0
1965,2187.0
1966,2149.0
1967,2096.0
1968,2029.0
1969,1978.0
1970,1923.0
1971,1869.0
1972,1839.0
1973,1838.0
1974,1865.0
1975,1913.0
1976,1979.0
1977,2041.0
1978,2109.0
1979,2176.0
1980,2238.0
1981,2271.0
1982,2275.0
1983,2245.0
1984,2194.0
1985,2139.0
1986,2081.0
1987,2019.0
1988,1963.0
1989,1933.0
1990,1947.0
1991,1971.0
1992,2027.0
1993,2063.0
1994,2106.0
1995,2139.0
1996,2185.0
1997,2214.0
1998,2204.0
1999,2169.0
2000,2114.0
2001,2054.0
2002,1999.0
2003,1940.0
2004,1888.0
2005,1855.0
2006,1861.0
2007,1903.0
2008,1969.0
2009,2055.0
2010,2135.0
2011,2218.0
2012,2303.0
2013,2378.0
2014,2425.0
2015,2450.0
2016,2451.0
2017,2438.0
2018,2422.0
2019,2410.0
2020,2395.0
2021,2385.0
2022,2407.0
2023,2464.0
2024,2559.0
2025,2687.0
2026,2832.0
2027,2993.0
2028,3167.0
2029,3356.0
2030,3559.0
2031,3767.0
2032,3946.0
2033,4090.0
2034,4095.0
2035,4095.0
2036,4095.0
2037,4095.0
2038,4095.0
2039,4095.0
2040,4095.0
2041,4095.0
2042,4095.0
2043,4095.0
2044,4095.0
2045,4095.0
2046,3998.0
2047,3787.0
2048,3565.0
2049,3352.0
2050,3141.0
2051,2941.0
2052,2758.0
2053,2586.0
2054,2421.0
2055,2288.0
2056,2207.0
2057,2177.0
2058,2186.0
2059,2222.0
2060,2274.0
2061,2327.0
2062,2404.0
2063,2475.0
2064,2516.0
2065,2538.0
2066,2532.0
2067,2503.0
2068,2464.0
2069,2427.0
2070,2380.0
2071,2327.0
2072,2303.0
2073,2295.0
2074,2320.0
2075,2365.0
2076,2403.0
2077,2433.0
2078,2467.0
2079,2509.0
2080,2547.0
2081,2579.0
2082,2579.0
2083,2553.0
2084,2529.0
2085,2497.0
2086,2463.0
2087,2413.0
2088,2352.0
2089,2321.0
2090,2322.0
2091,2352.0
2092,2396.0
2093,2445.0
2094,2493.0
2095,2541.0
2096,2593.0
2097,2619.0
2098,2608.0
2099,2575.0
2100,2512.0
2101,2443.0
2102,2382.0
2103,2320.0
2104,2261.0
2105,2218.0
2106,2197.0
2107,2215.0
2108,2251.0
2109,2288.0
2110,2333.0
2111,2368.0
2112,2414.0
2113,2455.0
2114,2481.0
2115,2487.0
2116,2471.0
2117,2436.0
2118,2384.0
2119,2331.0
2120,2268.0
2121,2196.0
2122,2153.0
2123,2139.0
2124,2159.0
2125,2199.0
2126,2245.0
2127,2303.0
2128,2350.0
2129,2405.0
2130,2448.0
2131,2466.0
2132,2453.0
2133,2413.0
2134,2351.0
2135,2286.0
2136,2219.0
2137,2145.0
2138,2079.0
2139,2043.0
2140,2045.0
2141,2079.0
2142,2122.0
2143,2177.0
2144,2230.0
2145,2287.0
2146,2342.0
2147,2384.0
2148,2395.0
2149,2374.0
2150,2321.0
2151,2253.0
2152,2176.0
2153,2094.0
2154,2000.0
2155,1936.0
2156,1904.0
2157,1918.0
2158,1951.0
2159,2000.0
2160,2063.0
2161,2119.0
2162,2179.0
2163,2240.0
2164,2275.0
2165,2288.0
2166,2258.0
2167,2223.0
2168,2163.0
2169,2106.0
2170,2035.0
2171,1968.0
2172,1930.0
2173,1927.0
2174,1954.0
2175,2003.0
2176,2063.0
2177,2112.0
2178,2160.0
2179,2212.0
2180,2253.0
2181,2272.0
2182,2260.0
2183,2227.0
2184,2171.0
2185,2112.0
2186,2038.0
2187,1974.0
2188,1903.0
2189,1867.0
2190,1861.0
2191,1879.0
2192,1921.0
2193,1971.0
2194,2015.0
2195,2069.0
2196,2125.0
2197,2166.0
2198,2190.0
2199,2185.0
2200,2158.0
2201,2111.0
2202,2058.0
2203,1999.0
2204,1931.0
2205,1884.0
2206,1867.0
2207,1887.0
2208,1918.0
2209,1968.0
2210,2021.0
2211,2077.0
2212,2133.0
2213,2189.0
2214,2223.0
2215,2226.0
2216,2198.0
2217,2151.0
2218,2096.0
2219,2037.0
2220,1971.0
2221,1909.0
2222,1873.0
2223,1872.0
2224,1900.0
2225,1946.0
2226,2000.0
2227,2062.0
2228,2101.0
2229,2144.0
2230,2178.0
2231,2189.0
2232,2167.0
2233,2123.0
2234,2065.0
2235,2005.0
2236,1953.0
2237,1895.0
2238,1855.0
2239,1840.0
2240,1862.0
2241,1906.0
2242,1964.0
2243,2024.0
2244,2091.0
2245,2144.0
2246,2194.0
2247,2234.0
2248,2243.0
2249,2224.0
2250,2190.0
2251,2137.0
2252,2093.0
2253,2033.0
2254,1972.0
2255,1919.0
2256,1904.0
2257,1913.0
2258,1946.0
2259,1982.0
2260,2023.0
2261,2067.0
2262,2119.0
2263,2166.0
2264,2193.0
2265,2191.0
2266,2160.0
2267,2105.0
2268,2047.0
2269,1997.0
2270,1941.0
2271,1879.0
2272,1861.0
2273,1870.0
2274,1906.0
2275,1968.0
2276,2034.0
2277,2100.0
2278,2154.0
2279,2207.0
2280,2245.0
2281,2259.0
2282,2235.0
2283,2185.0
2284,2112.0
2285,2039.0
2286,1975.0
2287,1909.0
2288,1854.0
2289,1825.0
2290,1830.0
2291,1872.0
2292,1925.0
2293,1973.0
2294,2019.0
2295,2067.0
2296,2108.0
2297,2138.0
2298,2145.0
2299,2124.0
2300,2071.0
2301,2005.0
2302,1943.0
2303,1873.0
2304,1801.0
2305,1744.0
2306,1723.0
2307,1731.0
2308,1762.0
2309,1806.0
2310,1852.0
2311,1897.0
2312,1939.0
2313,1986.0
2314,2031.0
2315,2031.0
2316,2007.0
2317,1970.0
2318,1920.0
2319,1871.0
2320,1805.0
2321,1742.0
2322,1701.0
2323,1689.0
2324,1713.0
2325,1750.0
2326,1799.0
2327,1840.0
2328,1878.0
2329,1917.0
2330,1946.0
2331,1953.0
2332,1934.0
2333,1883.0
2334,1814.0
2335,1747.0
2336,1691.0
2337,1621.0
2338,1562.0
2339,1529.0
2340,1525.0
2341,1565.0
2342,1614.0
2343,1665.0
2344,1726.0
2345,1775.0
2346,1839.0
2347,1888.0
2348,1914.0
2349,1905.0
2350,1870.0
2351,1825.0
2352,1773.0
2353,1713.0
2354,1646.0
2355,1584.0
2356,1565.0
2357,1569.0
2358,1602.0
2359,1648.0
2360,1692.0
2361,1731.0
2362,1772.0
2363,1809.0
2364,1836.0
2365,1827.0
2366,1808.0
2367,1771.0
2368,1732.0
2369,1683.0
2370,1635.0
2371,1578.0
2372,1535.0
2373,1535.0
2374,1562.0
2375,1609.0
2376,1666.0
2377,1733.0
2378,1790.0
2379,1849.0
2380,1886.0
2381,1904.0
2382,1888.0
2383,1842.0
2384,1785.0
2385,1715.0
2386,1658.0
2387,1589.0
2388,1519.0
2389,1489.0
2390,1495.0
2391,1533.0
2392,1587.0
2393,1642.0
2394,1697.0
2395,1758.0
2396,1826.0
2397,1881.0
2398,1903.0
2399,1891.0
2400,1851.0
2401,1805.0
2402,1751.0
2403,1698.0
2404,1635.0
2405,1598.0
2406,1589.0
2407,1615.0
2408,1658.0
2409,1714.0
2410,1769.0
2411,1818.0
2412,1869.0
2413,1917.0
2414,1938.0
2415,1936.0
2416,1907.0
2417,1870.0
2418,1824.0
2419,1775.0
2420,1713.0
2421,1661.0
2422,1631.0
2423,1638.0
2424,1676.0
2425,1728.0
2426,1796.0
2427,1855.0
2428,1904.0
2429,1953.0
2430,1994.0
2431,2000.0
2432,1979.0
2433,1925.0
2434,1862.0
2435,1797.0
2436,1728.0
2437,1663.0
2438,1600.0
2439,1574.0
2440,1583.0
2441,1622.0
2442,1682.0
2443,1751.0
2444,1824.0
2445,1889.0
2446,1951.0
2447,1994.0
2448,2002.0
2449,1984.0
2450,1931.0
2451,1877.0
2452,1819.0
2453,1762.0
2454,1696.0
2455,1645.0
2456,1629.0
2457,1648.0
2458,1687.0
2459,1734.0
2460,1777.0
2461,1826.0
2462,1872.0
2463,1915.0
2464,1937.0
2465,1926.0
2466,1903.0
2467,1855.0
2468,1805.0
2469,1751.0
2470,1706.0
2471,1648.0
2472,1616.0
2473,1617.0
2474,1648.0
2475,1697.0
2476,1745.0
2477,1796.0
2478,1840.0
2479,1891.0
2480,1935.0
2481,1959.0
2482,1956.0
2483,1919.0
2484,1875.0
2485,1824.0
2486,1789.0
2487,1747.0
2488,1714.0
2489,1710.0
2490,1725.0
2491,1769.0
2492,1819.0
2493,1872.0
2494,1918.0
2495,1953.0
2496,2000.0
2497,2019.0
2498,2011.0
2499,1982.0
2500,1924.0
2501,1861.0
2502,1793.0
2503,1732.0
2504,1663.0
2505,1611.0
2506,1593.0
2507,1620.0
2508,1675.0
2509,1736.0
2510,1805.0
2511,1862.0
2512,1921.0
2513,1983.0
2514,2015.0
2515,2016.0
2516,1984.0
2517,1925.0
2518,1863.0
2519,1799.0
2520,1739.0
2521,1666.0
2522,1625.0
2523,1616.0
2524,1641.0
2525,1698.0
2526,1751.0
2527,1809.0
2528,1869.0
2529,1929.0
2530,1980.0
2531,2006.0
2532,1997.0
2533,1959.0
2534,1903.0
2535,1830.0
2536,1766.0
2537,1691.0
2538,1626.0
2539,1597.0
2540,1601.0
2541,1642.0
2542,1697.0
2543,1758.0
2544,1817.0
2545,1872.0
2546,1936.0
2547,1979.0
2548,1999.0
2549,1977.0
2550,1929.0
2551,1868.0
2552,1802.0
2553,1737.0
2554,1665.0
2555,1616.0
2556,1600.0
2557,1616.0
2558,1667.0
2559,1731.0
2560,1799.0
2561,1872.0
2562,1938.0
2563,2003.0
2564,2046.0
2565,2055.0
2566,2021.0
2567,1968.0
2568,1904.0
2569,1840.0
2570,1775.0
2571,1698.0
2572,1648.0
2573,1642.0
2574,1659.0
2575,1698.0
2576,1748.0
2577,1804.0
2578,1856.0
2579,1914.0
2580,1967.0
2581,1989.0
2582,1983.0
2583,1952.0
2584,1904.0
2585,1859.0
2586,1821.0
2587,1770.0
2588,1716.0
2589,1692.0
2590,1708.0
2591,1743.0
2592,1794.0
2593,1856.0
2594,1919.0
2595,1973.0
2596,2033.0
2597,2087.0
2598,2106.0
2599,2085.0
2600,2032.0
2601,1972.0
2602,1915.0
2603,1845.0
2604,1768.0
2605,1709.0
2606,1678.0
2607,1686.0
2608,1715.0
2609,1763.0
2610,1808.0
2611,1846.0
2612,1891.0
2613,1935.0
2614,1958.0
2615,1953.0
2616,1921.0
2617,1872.0
2618,1826.0
2619,1783.0
2620,1739.0
2621,1699.0
2622,1677.0
2623,1694.0
2624,1729.0
2625,1789.0
2626,1851.0
2627,1909.0
2628,1956.0
2629,2004.0
2630,2038.0
2631,2054.0
2632,2003.0
2633,1959.0
2634,1911.0
2635,1866.0
2636,1808.0
2637,1759.0
2638,1731.0
2639,1742.0
2640,1779.0
2641,1819.0
2642,1867.0
2643,1904.0
2644,1947.0
2645,1987.0
2646,2003.0
2647,2001.0
2648,1969.0
2649,1921.0
2650,1857.0
2651,1793.0
2652,1727.0
2653,1655.0
2654,1615.0
2655,1609.0
2656,1619.0
2657,1669.0
2658,1727.0
2659,1783.0
2660,1842.0
2661,1904.0
2662,1962.0
2663,1986.0
2664,1985.0
2665,1956.0
2666,1905.0
2667,1844.0
2668,1779.0
2669,1702.0
2670,1631.0
2671,1591.0
2672,1586.0
2673,1614.0
2674,1670.0
2675,1737.0
2676,1808.0
2677,1886.0
2678,1953.0
2679,2016.0
2680,2047.0
2681,2059.0
2682,2027.0
2683,1982.0
2684,1931.0
2685,1872.0
2686,1806.0
2687,1750.0
2688,1733.0
2689,1749.0
2690,1797.0
2691,1853.0
2692,1909.0
2693,1959.0
2694,2001.0
2695,2053.0
2696,2078.0
2697,2071.0
2698,2032.0
2699,1973.0
2700,1920.0
2701,1856.0
2702,1803.0
2703,1743.0
2704,1710.0
2705,1715.0
2706,1744.0
2707,1801.0
2708,1856.0
2709,1920.0
2710,1967.0
2711,2014.0
2712,2064.0
2713,2087.0
2714,2073.0
2715,2037.0
2716,1989.0
2717,1934.0
2718,1881.0
2719,1835.0
2720,1791.0
2721,1776.0
2722,1799.0
2723,1847.0
2724,1904.0
2725,1973.0
2726,2031.0
2727,2095.0
2728,2141.0
2729,2176.0
2730,2186.0
2731,2160.0
2732,2115.0
2733,2055.0
2734,1990.0
2735,1934.0
2736,1869.0
2737,1808.0
2738,1790.0
2739,1794.0
2740,1827.0
2741,1874.0
2742,1925.0
2743,1968.0
2744,2013.0
2745,2070.0
2746,2109.0
2747,2124.0
2748,2114.0
2749,2093.0
2750,2063.0
2751,2029.0
2752,1991.0
2753,1947.0
2754,1925.0
2755,1936.0
2756,1974.0
2757,2035.0
2758,2121.0
2759,2212.0
2760,2302.0
2761,2413.0
2762,2517.0
2763,2609.0
2764,2677.0
2765,2714.0
2766,2735.0
2767,2752.0
2768,2782.0
2769,2807.0
2770,2843.0
2771,2913.0
2772,3022.0
2773,3165.0
2774,3335.0
2775,3536.0
2776,3763.0
2777,4047.0
2778,4095.0
2779,4095.0
2780,4095.0
2781,4095.0
2782,4095.0
2783,4095.0
2784,4095.0
2785,3991.0
2786,3731.0
2787,3479.0
2788,3279.0
2789,3109.0
2790,2970.0
2791,2857.0
2792,2754.0
2793,2659.0
2794,2581.0
2795,2509.0
2796,2438.0
2797,2353.0
2798,2267.0
2799,2173.0
2800,2096.0
2801,2029.0
2802,1979.0
2803,1935.0
2804,1917.0
2805,1947.0
2806,1998.0
2807,2081.0
2808,2160.0
2809,2235.0
2810,2302.0
2811,2365.0
2812,2416.0
2813,2437.0
2814,2421.0
2815,2383.0
2816,2316.0
2817,2250.0
2818,2185.0
2819,2117.0
2820,2059.0
2821,2025.0
2822,2029.0
2823,2064.0
2824,2124.0
2825,2191.0
2826,2250.0
2827,2300.0
2828,2355.0
2829,2391.0
2830,2398.0
2831,2374.0
2832,2325.0
2833,2261.0
2834,2199.0
2835,2143.0
2836,2078.0
2837,2019.0
2838,2000.0
2839,2003.0
2840,2037.0
2841,2090.0
2842,2137.0
2843,2182.0
2844,2224.0
2845,2267.0
2846,2289.0
2847,2277.0
2848,2237.0
2849,2171.0
2850,2097.0
2851,2025.0
2852,1962.0
2853,1889.0
2854,1850.0
2855,1849.0
2856,1879.0
2857,1935.0
2858,1996.0
2859,2053.0
2860,2106.0
2861,2155.0
2862,2197.0
2863,2206.0
2864,2188.0
2865,2139.0
2866,2073.0
2867,2003.0
2868,1936.0
2869,1873.0
2870,1823.0
2871,1797.0
2872,1808.0
2873,1840.0
2874,1894.0
2875,1945.0
2876,1995.0
2877,2039.0
2878,2082.0
2879,2111.0
2880,2112.0
2881,2079.0
2882,2025.0
2883,1952.0
2884,1884.0
2885,1822.0
2886,1742.0
2887,1680.0
2888,1648.0
2889,1658.0
2890,1691.0
2891,1744.0
2892,1807.0
2893,1863.0
2894,1925.0
2895,1994.0
2896,2045.0
2897,2069.0
2898,2047.0
2899,2010.0
2900,1968.0
2901,1917.0
2902,1871.0
2903,1808.0
2904,1766.0
2905,1750.0
2906,1763.0
2907,1792.0
2908,1829.0
2909,1869.0
2910,1900.0
2911,1937.0
2912,1975.0
2913,1994.0
2914,1985.0
2915,1955.0
2916,1906.0
2917,1853.0
2918,1792.0
2919,1726.0
2920,1659.0
2921,1623.0
2922,1621.0
2923,1658.0
2924,1707.0
2925,1768.0
2926,1827.0
2927,1886.0
2928,1948.0
2929,1999.0
2930,2032.0
2931,2019.0
2932,1991.0
2933,1938.0
2934,1889.0
2935,1842.0
2936,1780.0
2937,1731.0
2938,1712.0
2939,1713.0
2940,1751.0
2941,1799.0
2942,1843.0
2943,1887.0
2944,1927.0
2945,1971.0
2946,2001.0
2947,2005.0
2948,1982.0
2949,1936.0
2950,1875.0
2951,1821.0
2952,1761.0
2953,1698.0
2954,1653.0
2955,1643.0
2956,1655.0
2957,1702.0
2958,1748.0
2959,1805.0
2960,1858.0
2961,1919.0
2962,1975.0
2963,2010.0
2964,2013.0
2965,1990.0
2966,1949.0
2967,1897.0
2968,1846.0
2969,1791.0
2970,1743.0
2971,1710.0
2972,1722.0
2973,1761.0
2974,1810.0
2975,1871.0
2976,1927.0
2977,1970.0
2978,2023.0
2979,2061.0
2980,2057.0
2981,2019.0
2982,1965.0
2983,1891.0
2984,1822.0
2985,1759.0
2986,1689.0
2987,1631.0
2988,1606.0
2989,1619.0
2990,1664.0
2991,1728.0
2992,1801.0
2993,1867.0
2994,1936.0
2995,2000.0
2996,2054.0
2997,2064.0
2998,2035.0
2999,1990.0
3000,1935.0
3001,1871.0
3002,1815.0
3003,1757.0
3004,1718.0
3005,1722.0
3006,1756.0
3007,1815.0
3008,1878.0
3009,1936.0
3010,1986.0
3011,2036.0
3012,2080.0
3013,2096.0
3014,2075.0
3015,2025.0
3016,1959.0
3017,1893.0
3018,1822.0
3019,1755.0
3020,1680.0
3021,1641.0
3022,1641.0
3023,1669.0
3024,1712.0
3025,1773.0
3026,1830.0
3027,1890.0
3028,1948.0
3029,1997.0
3030,2018.0
3031,2001.0
3032,1957.0
3033,1904.0
3034,1853.0
3035,1793.0
3036,1727.0
3037,1667.0
3038,1646.0
3039,1648.0
3040,1681.0
3041,1735.0
3042,1787.0
3043,1839.0
3044,1895.0
3045,1943.0
3046,1971.0
3047,1968.0
3048,1933.0
3049,1872.0
3050,1805.0
3051,1741.0
3052,1671.0
3053,1600.0
3054,1535.0
3055,1522.0
3056,1533.0
3057,1576.0
3058,1618.0
3059,1674.0
3060,1727.0
3061,1779.0
3062,1827.0
3063,1853.0
3064,1840.0
3065,1807.0
3066,1744.0
3067,1676.0
3068,1609.0
3069,1523.0
3070,1454.0
3071,1411.0
3072,1409.0
3073,1438.0
3074,1483.0
3075,1535.0
3076,1595.0
3077,1648.0
3078,1712.0
3079,1760.0
3080,1781.0
3081,1767.0
3082,1733.0
3083,1669.0
3084,1612.0
3085,1552.0
3086,1487.0
3087,1425.0
3088,1401.0
3089,1403.0
3090,1430.0
3091,1479.0
3092,1535.0
3093,1598.0
3094,1648.0
3095,1706.0
3096,1737.0
3097,1738.0
3098,1698.0
3099,1648.0
3100,1590.0
3101,1548.0
3102,1494.0
3103,1451.0
3104,1414.0
3105,1415.0
3106,1449.0
3107,1499.0
3108,1565.0
3109,1620.0
3110,1677.0
3111,1728.0
3112,1777.0
3113,1795.0
3114,1786.0
3115,1745.0
3116,1681.0
3117,1616.0
3118,1550.0
3119,1475.0
3120,1407.0
3121,1373.0
3122,1372.0
3123,1410.0
3124,1467.0
3125,1525.0
3126,1584.0
3127,1647.0
3128,1698.0
3129,1748.0
3130,1764.0
3131,1746.0
3132,1717.0
3133,1669.0
3134,1615.0
3135,1568.0
3136,1501.0
3137,1451.0
3138,1430.0
3139,1441.0
3140,1482.0
3141,1534.0
3142,1593.0
3143,1645.0
3144,1703.0
3145,1757.0
3146,1793.0
3147,1807.0
3148,1778.0
3149,1739.0
3150,1681.0
3151,1629.0
3152,1564.0
3153,1486.0
3154,1437.0
3155,1421.0
3156,1444.0
3157,1488.0
3158,1547.0
3159,1605.0
3160,1659.0
3161,1719.0
3162,1773.0
3163,1798.0
3164,1793.0
3165,1761.0
3166,1711.0
3167,1660.0
3168,1604.0
3169,1556.0
3170,1505.0
3171,1490.0
3172,1513.0
3173,1557.0
3174,1611.0
3175,1664.0
3176,1719.0
3177,1765.0
3178,1822.0
3179,1862.0
3180,1876.0
3181,1863.0
3182,1815.0
3183,1755.0
3184,1685.0
3185,1619.0
3186,1551.0
3187,1487.0
3188,1462.0
3189,1469.0
3190,1494.0
3191,1552.0
3192,1609.0
3193,1667.0
3194,1729.0
3195,1790.0
3196,1835.0
3197,1843.0
3198,1819.0
3199,1774.0
3200,1711.0
3201,1645.0
3202,1574.0
3203,1490.0
3204,1442.0
3205,1424.0
3206,1445.0
3207,1491.0
3208,1552.0
3209,1616.0
3210,1683.0
3211,1751.0
3212,1812.0
3213,1850.0
3214,1853.0
3215,1823.0
3216,1776.0
3217,1712.0
3218,1657.0
3219,1597.0
3220,1520.0
3221,1484.0
3222,1479.0
3223,1503.0
3224,1555.0
3225,1614.0
3226,1671.0
3227,1726.0
3228,1777.0
3229,1824.0
3230,1840.0
3231,1819.0
3232,1773.0
3233,1712.0
3234,1649.0
3235,1590.0
3236,1523.0
3237,1474.0
3238,1456.0
3239,1472.0
3240,1506.0
3241,1561.0
3242,1619.0
3243,1671.0
3244,1718.0
3245,1774.0
3246,1804.0
3247,1803.0
3248,1769.0
3249,1712.0
3250,1648.0
3251,1585.0
3252,1520.0
3253,1466.0
3254,1437.0
3255,1443.0
3256,1478.0
3257,1534.0
3258,1607.0
3259,1679.0
3260,1733.0
3261,1793.0
3262,1831.0
3263,1847.0
3264,1829.0
3265,1779.0
3266,1715.0
3267,1646.0
3268,1579.0
3269,1495.0
3270,1431.0
3271,1399.0
3272,1407.0
3273,1447.0
3274,1498.0
3275,1566.0
3276,1622.0
3277,1677.0
3278,1728.0
3279,1772.0
3280,1785.0
3281,1771.0
3282,1730.0
3283,1675.0
3284,1616.0
3285,1557.0
3286,1490.0
3287,1445.0
3288,1426.0
3289,1440.0
3290,1479.0
3291,1535.0
3292,1601.0
3293,1655.0
3294,1712.0
3295,1774.0
3296,1808.0
3297,1815.0
3298,1795.0
3299,1751.0
3300,1699.0
3301,1648.0
3302,1586.0
3303,1519.0
3304,1470.0
3305,1461.0
3306,1478.0
3307,1517.0
3308,1563.0
3309,1601.0
3310,1644.0
3311,1689.0
3312,1742.0
3313,1771.0
3314,1775.0
3315,1749.0
3316,1712.0
3317,1665.0
3318,1611.0
3319,1548.0
3320,1477.0
3321,1437.0
3322,1433.0
3323,1456.0
3324,1490.0
3325,1543.0
3326,1585.0
3327,1633.0
3328,1680.0
3329,1728.0
3330,1739.0
3331,1727.0
3332,1682.0
3333,1634.0
3334,1586.0
3335,1535.0
3336,1486.0
3337,1445.0
3338,1433.0
3339,1456.0
3340,1497.0
3341,1553.0
3342,1611.0
3343,1651.0
3344,1695.0
3345,1739.0
3346,1765.0
3347,1773.0
3348,1744.0
3349,1702.0
3350,1649.0
3351,1597.0
3352,1543.0
3353,1479.0
3354,1435.0
3355,1421.0
3356,1439.0
3357,1474.0
3358,1520.0
3359,1573.0
3360,1617.0
3361,1671.0
3362,1723.0
3363,1749.0
3364,1762.0
3365,1743.0
3366,1702.0
3367,1659.0
3368,1617.0
3369,1568.0
3370,1507.0
3371,1473.0
3372,1472.0
3373,1493.0
3374,1535.0
3375,1586.0
3376,1637.0
3377,1680.0
3378,1729.0
3379,1771.0
3380,1787.0
3381,1777.0
3382,1741.0
3383,1681.0
3384,1626.0
3385,1581.0
3386,1519.0
3387,1469.0
3388,1457.0
3389,1477.0
3390,1526.0
3391,1587.0
3392,1653.0
3393,1707.0
3394,1755.0
3395,1808.0
3396,1843.0
3397,1843.0
3398,1818.0
3399,1765.0
3400,1701.0
3401,1637.0
3402,1574.0
3403,1503.0
3404,1454.0
3405,1427.0
3406,1446.0
3407,1475.0
3408,1525.0
3409,1585.0
3410,1646.0
3411,1703.0
3412,1770.0
3413,1807.0
3414,1810.0
3415,1790.0
3416,1741.0
3417,1695.0
3418,1642.0
3419,1585.0
3420,1521.0
3421,1488.0
3422,1493.0
3423,1531.0
3424,1585.0
3425,1642.0
3426,1691.0
3427,1732.0
3428,1779.0
3429,1808.0
3430,1815.0
3431,1785.0
3432,1743.0
3433,1680.0
3434,1627.0
3435,1578.0
3436,1521.0
3437,1483.0
3438,1470.0
3439,1488.0
3440,1534.0
3441,1598.0
3442,1664.0
3443,1717.0
3444,1766.0
3445,1813.0
3446,1853.0
3447,1860.0
3448,1838.0
3449,1794.0
3450,1741.0
3451,1684.0
3452,1645.0
3453,1604.0
3454,1581.0
3455,1590.0
3456,1626.0
3457,1691.0
3458,1755.0
3459,1813.0
3460,1863.0
3461,1915.0
3462,1954.0
3463,1968.0
3464,1943.0
3465,1895.0
3466,1827.0
3467,1756.0
3468,1686.0
3469,1630.0
3470,1573.0
3471,1547.0
3472,1555.0
3473,1594.0
3474,1648.0
3475,1713.0
3476,1777.0
3477,1840.0
3478,1904.0
3479,1947.0
3480,1965.0
3481,1947.0
3482,1908.0
3483,1847.0
3484,1778.0
3485,1714.0
3486,1648.0
3487,1584.0
3488,1552.0
3489,1555.0
3490,1585.0
3491,1633.0
3492,1685.0
3493,1733.0
3494,1788.0
3495,1840.0
3496,1875.0
3497,1874.0
3498,1843.0
3499,1786.0
3500,1713.0
3501,1646.0
3502,1572.0
3503,1486.0
3504,1431.0
3505,1405.0
3506,1413.0
3507,1447.0
3508,1488.0
3509,1547.0
3510,1591.0
3511,1646.0
3512,1695.0
3513,1739.0
3514,1743.0
3515,1725.0
3516,1682.0
3517,1639.0
3518,1584.0
3519,1520.0
3520,1455.0
3521,1414.0
3522,1409.0
3523,1431.0
3524,1470.0
3525,1520.0
3526,1579.0
3527,1619.0
3528,1680.0
3529,1727.0
3530,1744.0
3531,1733.0
3532,1692.0
3533,1631.0
3534,1575.0
3535,1505.0
3536,1441.0
3537,1391.0
3538,1360.0
3539,1363.0
3540,1393.0
3541,1441.0
3542,1491.0
3543,1547.0
3544,1599.0
3545,1650.0
3546,1692.0
3547,1705.0
3548,1683.0
3549,1641.0
3550,1586.0
3551,1530.0
3552,1477.0
3553,1413.0
3554,1370.0
3555,1357.0
3556,1378.0
3557,1418.0
3558,1477.0
3559,1535.0
3560,1595.0
3561,1651.0
3562,1702.0
3563,1730.0
3564,1730.0
3565,1703.0
3566,1650.0
3567,1590.0
3568,1525.0
3569,1459.0
3570,1394.0
3571,1360.0
3572,1366.0
3573,1408.0
3574,1461.0
3575,1525.0
3576,1593.0
3577,1647.0
3578,1711.0
3579,1754.0
3580,1775.0
3581,1745.0
3582,1695.0
3583,1624.0
3584,1535.0
3585,1461.0
3586,1377.0
3587,1314.0
3588,1281.0
3589,1300.0
3590,1342.0
3591,1409.0
3592,1487.0
3593,1562.0
3594,1638.0
3595,1711.0
3596,1764.0
3597,1778.0
3598,1771.0
3599,1733.0
3600,1684.0
3601,1633.0
3602,1578.0
3603,1500.0
3604,1443.0
3605,1428.0
3606,1439.0
3607,1481.0
3608,1543.0
3609,1602.0
3610,1664.0
3611,1723.0
3612,1781.0
3613,1821.0
3614,1833.0
3615,1809.0
3616,1775.0
3617,1723.0
3618,1673.0
3619,1616.0
3620,1568.0
